id,county,state,male_under_5_years,male_5_to_9_years,male_10_to_14_years,male_15_to_19_years,male_20_to_24_years,male_25_to_29_years,male_30_to_34_years,male_35_to_39_years,male_40_to_44_years,male_45_to_49_years,male_50_to_54_years,male_55_to_59_years,male_60_to_64_years,male_65_to_69_years,male_70_to_74_years,male_75_to_79_years,male_80_to_84_years,male_85_years_and_over,male_percent_under_5_years,male_percent_5_to_9_years,male_percent_10_to_14_years,male_percent_15_to_19_years,male_percent_20_to_24_years,male_percent_25_to_29_years,male_percent_30_to_34_years,male_percent_35_to_39_years,male_percent_40_to_44_years,male_percent_45_to_49_years,male_percent_50_to_54_years,male_percent_55_to_59_years,male_percent_60_to_64_years,male_percent_65_to_69_years,male_percent_70_to_74_years,male_percent_75_to_79_years,male_percent_80_to_84_years,male_percent_85_years_and_over,female_under_5_years,female_5_to_9_years,female_10_to_14_years,female_15_to_19_years,female_20_to_24_years,female_25_to_29_years,female_30_to_34_years,female_35_to_39_years,female_40_to_44_years,female_45_to_49_years,female_50_to_54_years,female_55_to_59_years,female_60_to_64_years,female_65_to_69_years,female_70_to_74_years,female_75_to_79_years,female_80_to_84_years,female_85_years_and_over,female_percent_under_5_years,female_percent_5_to_9_years,female_percent_10_to_14_years,female_percent_15_to_19_years,female_percent_20_to_24_years,female_percent_25_to_29_years,female_percent_30_to_34_years,female_percent_35_to_39_years,female_percent_40_to_44_years,female_percent_45_to_49_years,female_percent_50_to_54_years,female_percent_55_to_59_years,female_percent_60_to_64_years,female_percent_65_to_69_years,female_percent_70_to_74_years,female_percent_75_to_79_years,female_percent_80_to_84_years,female_percent_85_years_and_over
0500000US36083,Rensselaer,New York,4199,4285,4440,6026,5699,5498,6101,5727,3238,4399,5249,5772,5406,4228,3643,2022,1482,1317,5.3,5.4,5.6,7.7,7.2,7,7.7,7.3,4.1,5.6,6.7,7.3,6.9,5.4,4.6,2.6,1.9,1.7,3948,4098,4059,5469,4871,5238,5695,4519,5167,4394,5835,4727,6471,4728,3805,2228,2003,2728,4.9,5.1,5.1,6.8,6.1,6.5,7.1,5.6,6.5,5.5,7.3,5.9,8.1,5.9,4.8,2.8,2.5,3.4
0500000US36085,Richmond,New York,12626,15471,16163,14561,14320,16686,15869,14923,13954,15650,15209,17384,14189,11719,10114,6183,3274,3142,5.5,6.7,7,6.3,6.2,7.2,6.9,6.4,6,6.8,6.6,7.5,6.1,5.1,4.4,2.7,1.4,1.4,12806,14534,13511,14444,14211,16348,15088,16432,14592,16265,17049,18468,16089,14753,10474,7735,5139,6768,5.2,5.9,5.5,5.9,5.8,6.7,6.2,6.7,6,6.6,7,7.5,6.6,6,4.3,3.2,2.1,2.8
0500000US36087,Rockland,New York,12954,11960,13798,12467,11091,10292,8894,9874,8802,9143,9141,9461,9597,6835,6195,4272,2939,2083,8.1,7.5,8.6,7.8,6.9,6.4,5.6,6.2,5.5,5.7,5.7,5.9,6,4.3,3.9,2.7,1.8,1.3,13738,11178,13557,11409,10063,9699,8434,9602,8962,9160,10375,8942,11427,7695,7416,6679,3901,3754,8.3,6.7,8.2,6.9,6.1,5.8,5.1,5.8,5.4,5.5,6.3,5.4,6.9,4.6,4.5,4,2.4,2.3
0500000US36089,St. Lawrence,New York,2671,2625,3437,4895,4753,3558,3256,3070,3074,2940,3569,3464,3899,3171,2682,1696,899,894,4.9,4.8,6.3,9,8.7,6.5,6,5.6,5.6,5.4,6.5,6.3,7.1,5.8,4.9,3.1,1.6,1.6,2559,2252,3543,4455,4316,3010,2912,2506,3028,3337,3170,4292,3627,2756,2840,1997,1348,1239,4.8,4.2,6.7,8.4,8.1,5.7,5.5,4.7,5.7,6.3,6,8.1,6.8,5.2,5.3,3.8,2.5,2.3
0500000US36091,Saratoga,New York,5947,6454,6696,7779,6398,7127,7747,7149,6673,7633,8325,8402,8059,6513,5589,3704,1727,2097,5.2,5.7,5.9,6.8,5.6,6.3,6.8,6.3,5.9,6.7,7.3,7.4,7.1,5.7,4.9,3.2,1.5,1.8,5475,5712,6167,7421,6094,6169,6850,7791,6428,8263,8492,9167,8441,7544,5949,4166,2771,2944,4.7,4.9,5.3,6.4,5.3,5.3,5.9,6.7,5.5,7.1,7.3,7.9,7.3,6.5,5.1,3.6,2.4,2.5
0500000US36093,Schenectady,New York,4524,5217,5668,4008,4844,5613,5345,4881,4153,4696,5116,3308,6707,4340,2964,2483,876,1502,5.9,6.8,7.4,5.3,6.4,7.4,7,6.4,5.4,6.2,6.7,4.3,8.8,5.7,3.9,3.3,1.1,2,3787,5321,3965,3829,5142,4812,6513,6038,4122,4396,4848,5251,5846,4747,3256,2773,1981,2427,4.8,6.7,5,4.8,6.5,6.1,8.2,7.6,5.2,5.6,6.1,6.6,7.4,6,4.1,3.5,2.5,3.1
0500000US36101,Steuben,New York,2783,2576,3224,2925,2695,2833,2708,2479,2889,2679,3256,3393,3900,3215,2161,1557,986,826,5.9,5.5,6.8,6.2,5.7,6,5.8,5.3,6.1,5.7,6.9,7.2,8.3,6.8,4.6,3.3,2.1,1.8,2623,2767,2754,2694,2576,3186,2635,2568,3074,2883,3053,3491,3727,3483,2267,1913,1204,1396,5.4,5.7,5.7,5.6,5.3,6.6,5.5,5.3,6.4,6,6.3,7.2,7.7,7.2,4.7,4,2.5,2.9
0500000US36103,Suffolk,New York,40144,43048,44520,49716,47982,48300,43641,44276,42248,48226,55246,53495,54241,40022,26810,22617,11606,11242,5.5,5.9,6.1,6.8,6.6,6.6,6,6.1,5.8,6.6,7.6,7.4,7.5,5.5,3.7,3.1,1.6,1.5,38811,38350,45616,46384,46215,44848,41087,43934,41868,49888,57180,57305,54275,38478,38047,25764,19051,22120,5.2,5.1,6.1,6.2,6.2,6,5.5,5.9,5.6,6.7,7.6,7.6,7.2,5.1,5.1,3.4,2.5,3
0500000US36105,Sullivan,New York,2146,2297,2267,2743,1716,2985,2197,1510,2408,2301,3852,2125,3566,2257,2160,1467,745,332,5.5,5.9,5.8,7,4.4,7.6,5.6,3.9,6.2,5.9,9.9,5.4,9.1,5.8,5.5,3.8,1.9,0.8,2114,1886,1584,1904,2439,1675,1960,2423,1410,2266,3528,2553,2839,2707,2133,1719,489,729,5.8,5.2,4.4,5.2,6.7,4.6,5.4,6.7,3.9,6.2,9.7,7,7.8,7.4,5.9,4.7,1.3,2
0500000US36109,Tompkins,New York,2005,1444,2470,6475,10001,3599,3320,2719,2199,2238,2209,2318,3010,2840,1503,1335,591,699,3.9,2.8,4.8,12.7,19.6,7.1,6.5,5.3,4.3,4.4,4.3,4.5,5.9,5.6,2.9,2.6,1.2,1.4,1681,1765,2043,6352,8246,3430,2552,2473,2848,2911,2381,2818,3284,2947,1858,1524,820,1272,3.3,3.4,4,12.4,16.1,6.7,5,4.8,5.6,5.7,4.6,5.5,6.4,5.8,3.6,3,1.6,2.5
0500000US36111,Ulster,New York,4168,4357,4283,5109,6324,5591,4957,5655,5629,5693,6561,7167,6563,5153,4671,2834,1518,1708,4.7,5,4.9,5.8,7.2,6.4,5.6,6.4,6.4,6.5,7.5,8.1,7.5,5.9,5.3,3.2,1.7,1.9,3516,3866,4752,5510,5746,5134,5488,4927,5307,5247,5985,7497,6565,6144,5481,3437,2616,2414,3.9,4.3,5.3,6.1,6.4,5.7,6.1,5.5,5.9,5.9,6.7,8.4,7.3,6.9,6.1,3.8,2.9,2.7
0500000US36113,Warren,New York,1654,1142,2178,1719,1540,1872,1960,2223,1111,1703,2239,2381,2563,2338,2138,941,905,773,5.3,3.6,6.9,5.5,4.9,6,6.2,7.1,3.5,5.4,7.1,7.6,8.2,7.5,6.8,3,2.9,2.5,1018,1294,1867,1521,1653,2136,1916,1671,1588,1890,2320,2523,2835,2516,2131,1115,1284,1286,3.1,4,5.7,4.7,5.1,6.6,5.9,5.1,4.9,5.8,7.1,7.7,8.7,7.7,6.5,3.4,3.9,3.9
0500000US36117,Wayne,New York,2742,2970,2481,2896,2287,2884,2246,2527,2618,2905,3360,2738,4283,2573,2698,1541,762,627,6.1,6.6,5.5,6.4,5.1,6.4,5,5.6,5.8,6.4,7.4,6.1,9.5,5.7,6,3.4,1.7,1.4,2012,2436,2671,2726,2094,2979,2332,2236,2509,2866,3707,3449,3474,3239,1986,1989,960,1115,4.5,5.4,6,6.1,4.7,6.7,5.2,5,5.6,6.4,8.3,7.7,7.8,7.2,4.4,4.4,2.1,2.5
0500000US36119,Westchester,New York,27469,28498,31991,32580,29128,28496,28436,29225,31294,32125,33708,30977,32967,20919,20613,12638,8557,8791,5.9,6.1,6.8,7,6.2,6.1,6.1,6.2,6.7,6.9,7.2,6.6,7,4.5,4.4,2.7,1.8,1.9,26033,24872,32347,31726,29688,27424,28129,31440,31518,33827,36056,35466,33687,24917,23963,17696,12673,17632,5.2,5,6.5,6.4,5.9,5.5,5.6,6.3,6.3,6.8,7.2,7.1,6.7,5,4.8,3.5,2.5,3.5
0500000US37001,Alamance,North Carolina,5655,4904,5786,5456,5947,4586,5581,5416,4163,5025,5031,5582,4603,3688,3615,2195,2044,689,7.1,6.1,7.2,6.8,7.4,5.7,7,6.8,5.2,6.3,6.3,7,5.8,4.6,4.5,2.7,2.6,0.9,4312,4936,5344,7667,5380,5524,5745,6935,4076,5488,5677,6513,5117,4957,4247,3053,2554,2018,4.8,5.5,6,8.6,6,6.2,6.4,7.7,4.6,6.1,6.3,7.3,5.7,5.5,4.7,3.4,2.9,2.3
0500000US37019,Brunswick,North Carolina,2542,3995,2909,3189,2632,3771,3473,2839,3955,2923,3371,4604,6966,7607,7312,4153,2071,1279,3.7,5.7,4.2,4.6,3.8,5.4,5,4.1,5.7,4.2,4.8,6.6,10,10.9,10.5,6,3,1.8,2660,2975,1829,3541,1769,3321,4146,2565,4619,3166,3827,6559,7939,8608,7881,4304,2047,1473,3.6,4.1,2.5,4.8,2.4,4.5,5.7,3.5,6.3,4.3,5.2,9,10.8,11.8,10.8,5.9,2.8,2
0500000US37021,Buncombe,North Carolina,6989,5910,7411,7340,6392,8641,10042,8755,8554,8364,7282,7797,8160,7636,6910,3365,2355,3352,5.6,4.7,5.9,5.9,5.1,6.9,8,7,6.8,6.7,5.8,6.2,6.5,6.1,5.5,2.7,1.9,2.7,5539,6642,6716,7619,7000,8739,10078,8594,8545,9275,8064,8536,10091,8834,8612,5025,2754,5273,4.1,4.9,4.9,5.6,5.1,6.4,7.4,6.3,6.3,6.8,5.9,6.3,7.4,6.5,6.3,3.7,2,3.9
0500000US37023,Burke,North Carolina,2150,2184,2681,2378,3126,2860,2435,2386,2880,3675,3404,3990,2664,2736,2035,1514,786,1062,4.8,4.9,6,5.3,7,6.4,5.4,5.3,6.4,8.2,7.6,8.9,5.9,6.1,4.5,3.4,1.7,2.4,2123,1720,2797,2455,1694,2689,2671,3573,1857,3283,3073,3834,3194,2863,2686,2555,1233,1239,4.7,3.8,6.1,5.4,3.7,5.9,5.9,7.8,4.1,7.2,6.7,8.4,7,6.3,5.9,5.6,2.7,2.7
0500000US37025,Cabarrus,North Carolina,7578,7839,8556,8051,6447,6855,7084,6652,7231,8992,6264,6550,4986,4275,3901,2414,1528,1206,7.1,7.4,8,7.6,6.1,6.4,6.7,6.3,6.8,8.5,5.9,6.2,4.7,4,3.7,2.3,1.4,1.1,6011,6377,8986,8366,5287,6182,9069,8279,5940,8039,7781,6851,5681,4417,5902,2356,1704,2816,5.5,5.8,8.2,7.6,4.8,5.6,8.2,7.5,5.4,7.3,7.1,6.2,5.2,4,5.4,2.1,1.5,2.6
0500000US37027,Caldwell,North Carolina,1931,2173,2484,2630,2205,2404,2254,2138,1969,2804,3414,2812,2757,2980,1508,1682,481,622,4.9,5.5,6.3,6.7,5.6,6.1,5.7,5.4,5,7.1,8.7,7.2,7,7.6,3.8,4.3,1.2,1.6,1961,2616,1403,3635,1798,2804,2059,1802,2223,3769,2898,3165,3800,2844,2199,1816,797,1341,4.6,6.1,3.3,8.5,4.2,6.5,4.8,4.2,5.2,8.8,6.8,7.4,8.9,6.6,5.1,4.2,1.9,3.1
0500000US37031,Carteret,North Carolina,1620,1535,1345,2251,1626,1582,1453,1446,1899,2096,2411,2426,3266,2739,2204,1624,1054,608,4.9,4.6,4.1,6.8,4.9,4.8,4.4,4.4,5.7,6.3,7.3,7.3,9.8,8.3,6.6,4.9,3.2,1.8,1117,1791,1958,2240,1536,1478,1808,2208,1745,2024,2673,2592,3481,3580,2297,1354,1202,1204,3.1,4.9,5.4,6.2,4.2,4.1,5,6.1,4.8,5.6,7.4,7.1,9.6,9.9,6.3,3.7,3.3,3.3
0500000US37035,Catawba,North Carolina,4200,5034,5987,5308,5055,5057,5151,4120,4623,5183,5604,5948,4674,3893,4180,2259,1502,1293,5.3,6.4,7.6,6.7,6.4,6.4,6.5,5.2,5.8,6.6,7.1,7.5,5.9,4.9,5.3,2.9,1.9,1.6,3745,3768,5208,5519,4560,5281,4211,4632,4619,5847,5322,6374,5213,5167,4393,2959,1508,2154,4.7,4.7,6.5,6.9,5.7,6.6,5.2,5.8,5.7,7.3,6.6,7.9,6.5,6.4,5.5,3.7,1.9,2.7
0500000US37037,Chatham,North Carolina,2094,1702,2527,2425,1904,1153,2061,1237,2089,2328,2060,2339,2347,3257,2080,1589,932,840,6,4.9,7.2,6.9,5.4,3.3,5.9,3.5,6,6.7,5.9,6.7,6.7,9.3,5.9,4.5,2.7,2.4,2153,1866,1742,1659,1356,2440,2565,1951,2066,2897,2573,2901,3127,2569,3207,1463,1382,1589,5.4,4.7,4.4,4.2,3.4,6.2,6.5,4.9,5.2,7.3,6.5,7.3,7.9,6.5,8.1,3.7,3.5,4
0500000US37045,Cleveland,North Carolina,2784,3051,3266,2598,4337,2025,2424,2865,3219,2635,2878,3701,2783,2338,2719,1459,948,714,6,6.5,7,5.6,9.3,4.3,5.2,6.1,6.9,5.6,6.2,7.9,6,5,5.8,3.1,2,1.5,2403,3711,2594,3281,3682,2710,3189,3345,2281,2883,3523,4229,2943,2765,3339,1711,1368,1246,4.7,7.2,5.1,6.4,7.2,5.3,6.2,6.5,4.5,5.6,6.9,8.3,5.7,5.4,6.5,3.3,2.7,2.4
0500000US37049,Craven,North Carolina,3218,3627,2531,2502,6448,3600,2783,3209,2139,2583,2616,2898,2912,3795,1931,1702,756,1048,6.4,7.2,5,5,12.8,7.2,5.5,6.4,4.3,5.1,5.2,5.8,5.8,7.5,3.8,3.4,1.5,2.1,3253,2693,3342,2813,3833,4004,3266,2508,2584,3230,2594,3386,3445,3214,3672,1740,1252,1012,6.3,5.2,6.4,5.4,7.4,7.7,6.3,4.8,5,6.2,5,6.5,6.6,6.2,7.1,3.4,2.4,2
0500000US37051,Cumberland,North Carolina,12705,12208,10274,11979,20174,17464,12040,9586,9723,7941,8215,8734,7582,6328,4700,2789,2146,1017,7.7,7.4,6.2,7.2,12.2,10.5,7.3,5.8,5.9,4.8,5,5.3,4.6,3.8,2.8,1.7,1.3,0.6,12433,10866,11823,11313,13123,14609,12764,11176,9783,9188,9446,10005,9707,7476,5867,4955,2691,2679,7.3,6.4,7,6.7,7.7,8.6,7.5,6.6,5.8,5.4,5.6,5.9,5.7,4.4,3.5,2.9,1.6,1.6
0500000US37057,Davidson,North Carolina,4213,4866,5366,4514,4710,5244,4487,3896,4051,6577,6461,7085,5512,4416,4267,2135,1908,1140,5.2,6,6.6,5.6,5.8,6.5,5.5,4.8,5,8.1,8,8.8,6.8,5.5,5.3,2.6,2.4,1.4,4835,4869,5519,4507,4085,4490,6356,4896,4104,5666,7168,6374,6391,5491,4214,3608,2476,1712,5.6,5.6,6.4,5.2,4.7,5.2,7.3,5.6,4.7,6.5,8.3,7.3,7.4,6.3,4.9,4.2,2.9,2
0500000US37063,Durham,North Carolina,10198,10216,8260,9316,12085,14205,14268,13460,8860,9464,8770,6902,9390,6429,6142,3317,1662,1437,6.6,6.6,5.4,6,7.8,9.2,9.2,8.7,5.7,6.1,5.7,4.5,6.1,4.2,4,2.1,1.1,0.9,10014,8930,8081,9705,11436,15453,14959,13156,10492,10061,9287,9876,9914,9577,6037,4134,2824,3171,6,5.3,4.8,5.8,6.8,9.2,9,7.9,6.3,6,5.6,5.9,5.9,5.7,3.6,2.5,1.7,1.9
0500000US37067,Forsyth,North Carolina,11433,13178,11978,13026,12567,12558,11575,10883,10764,11670,11817,12920,10907,8415,7441,5111,2825,2247,6.3,7.3,6.6,7.2,6.9,6.9,6.4,6,5.9,6.4,6.5,7.1,6,4.6,4.1,2.8,1.6,1.2,10825,11827,12547,13666,12814,13717,13045,11950,12427,12708,12363,15046,12490,10466,9715,6456,4425,4493,5.4,5.9,6.2,6.8,6.4,6.8,6.5,5.9,6.2,6.3,6.2,7.5,6.2,5.2,4.8,3.2,2.2,2.2
0500000US37069,Franklin,North Carolina,1381,1889,2714,3803,1686,1289,2503,2196,2677,2269,1862,2858,2245,1914,1116,1188,638,375,4,5.5,7.8,11,4.9,3.7,7.2,6.3,7.7,6.6,5.4,8.3,6.5,5.5,3.2,3.4,1.8,1.1,1570,2737,2754,1531,1012,2001,2510,2511,1573,2734,2447,2540,2597,2442,1432,789,1160,742,4.5,7.8,7.9,4.4,2.9,5.7,7.2,7.2,4.5,7.8,7,7.2,7.4,7,4.1,2.2,3.3,2.1
0500000US37071,Gaston,North Carolina,7025,6649,7765,7433,5889,8209,7351,6838,6111,7743,7646,6591,7504,6411,4094,2311,2029,1163,6.5,6.1,7.1,6.8,5.4,7.5,6.8,6.3,5.6,7.1,7,6.1,6.9,5.9,3.8,2.1,1.9,1.1,6305,6878,6687,6381,6372,7474,7737,7403,7379,8768,7557,7382,7707,7150,5184,4389,2549,2465,5.4,5.9,5.8,5.5,5.5,6.5,6.7,6.4,6.4,7.6,6.5,6.4,6.7,6.2,4.5,3.8,2.2,2.1
0500000US37081,Guilford,North Carolina,16050,16650,17410,19642,18382,18878,16567,13770,16626,16992,15973,17905,14082,11186,10115,6435,4272,3134,6.3,6.6,6.9,7.7,7.2,7.4,6.5,5.4,6.5,6.7,6.3,7,5.5,4.4,4,2.5,1.7,1.2,15399,12914,20011,24050,17349,19924,18915,17697,16830,18484,17923,17928,17891,14859,12018,8144,5681,7088,5.4,4.6,7.1,8.5,6.1,7,6.7,6.3,5.9,6.5,6.3,6.3,6.3,5.2,4.2,2.9,2,2.5
0500000US37085,Harnett,North Carolina,4750,5151,4021,5977,4511,4642,5382,4007,4249,4787,4485,4023,3464,2510,2114,1760,644,352,7.1,7.7,6,8.9,6.8,6.9,8.1,6,6.4,7.2,6.7,6,5.2,3.8,3.2,2.6,1,0.5,4556,4271,5850,5852,3241,5169,5084,5335,3525,4386,4223,4255,3645,2806,2958,1890,1078,1023,6.6,6.2,8.5,8.5,4.7,7.5,7.4,7.7,5.1,6.3,6.1,6.2,5.3,4.1,4.3,2.7,1.6,1.5
0500000US37089,Henderson,North Carolina,2449,3528,3000,3407,2755,2846,2922,3599,3457,3576,3405,3223,4746,4039,3565,2528,1901,1635,4.3,6.2,5.3,6,4.9,5,5.2,6.4,6.1,6.3,6,5.7,8.4,7.1,6.3,4.5,3.4,2.9,3102,2960,2725,2729,2149,3469,3058,3401,3059,4330,3944,4122,4531,5631,4083,3087,2145,2311,5.1,4.9,4.5,4.5,3.5,5.7,5,5.6,5,7.1,6.5,6.8,7.4,9.3,6.7,5.1,3.5,3.8
0500000US37097,Iredell,North Carolina,4777,6710,5912,7149,5379,5385,5340,5777,5308,6902,6623,7049,5957,4561,3527,2160,1414,861,5.3,7.4,6.5,7.9,5.9,5.9,5.9,6.4,5.8,7.6,7.3,7.8,6.6,5,3.9,2.4,1.6,0.9,4454,5119,5973,5463,4749,5629,5169,5977,5894,6716,6938,6514,6389,4672,4358,3133,2101,1767,4.9,5.6,6.6,6,5.2,6.2,5.7,6.6,6.5,7.4,7.6,7.2,7,5.1,4.8,3.4,2.3,1.9
0500000US37101,Johnston,North Carolina,6449,6816,8536,8764,5244,5859,6076,7182,7282,7444,7592,7507,6097,3913,3364,2538,1137,887,6.3,6.6,8.3,8.5,5.1,5.7,5.9,7,7.1,7.2,7.4,7.3,5.9,3.8,3.3,2.5,1.1,0.9,6773,6726,8047,7950,5137,5511,7082,6888,7804,8188,7234,7056,6432,3501,6410,3131,1496,1286,6.4,6.3,7.5,7.5,4.8,5.2,6.6,6.5,7.3,7.7,6.8,6.6,6,3.3,6,2.9,1.4,1.2
0500000US37109,Lincoln,North Carolina,3024,1969,3027,2729,2167,2130,2527,2641,2538,3153,3593,3709,2590,2205,2025,1047,1158,380,7.1,4.6,7.1,6.4,5.1,5,5.9,6.2,6,7.4,8.4,8.7,6.1,5.2,4.8,2.5,2.7,0.9,2016,2620,2005,2423,2026,2973,2092,2242,2756,3159,3405,4286,3244,2964,2151,1245,800,1092,4.6,6,4.6,5.6,4.7,6.8,4.8,5.2,6.3,7.3,7.8,9.9,7.5,6.8,4.9,2.9,1.8,2.5
0500000US37119,Mecklenburg,North Carolina,37536,33486,38474,35232,34546,48326,45213,38406,40181,36661,33781,30299,27728,19111,15450,7720,5233,5888,7,6.3,7.2,6.6,6.5,9.1,8.5,7.2,7.5,6.9,6.3,5.7,5.2,3.6,2.9,1.4,1,1.1,35533,31950,38853,36115,36517,50433,46945,43009,41550,40439,36646,35115,30090,25380,18640,12757,8393,8720,6.2,5.5,6.7,6.3,6.3,8.7,8.1,7.5,7.2,7,6.4,6.1,5.2,4.4,3.2,2.2,1.5,1.5
0500000US37125,Moore,North Carolina,3169,2829,3059,3238,2542,2539,3520,2833,3190,2099,2812,3157,3031,2850,3115,2247,1578,994,6.5,5.8,6.3,6.6,5.2,5.2,7.2,5.8,6.5,4.3,5.8,6.5,6.2,5.8,6.4,4.6,3.2,2,3054,2721,2741,2433,1571,2851,3975,2545,2795,3065,3423,3275,3774,3993,3122,3373,1286,2081,5.9,5.2,5.3,4.7,3,5.5,7.6,4.9,5.4,5.9,6.6,6.3,7.2,7.7,6,6.5,2.5,4
0500000US37127,Nash,North Carolina,3029,2554,3302,3112,3795,2553,2285,2554,3020,2670,2903,3329,3363,2385,2918,1195,435,714,6.6,5.5,7.2,6.7,8.2,5.5,5,5.5,6.5,5.8,6.3,7.2,7.3,5.2,6.3,2.6,0.9,1.5,2245,2756,2914,2856,2545,3261,3132,1877,3231,2658,3206,3831,3539,2823,3048,2047,1481,732,4.7,5.7,6,5.9,5.3,6.8,6.5,3.9,6.7,5.5,6.7,8,7.3,5.9,6.3,4.2,3.1,1.5
0500000US37129,New Hanover,North Carolina,4926,6155,6685,6622,10302,7658,7496,7030,7154,7268,6530,6691,6790,6633,4685,3402,1845,1824,4.5,5.6,6.1,6,9.4,7,6.8,6.4,6.5,6.6,6,6.1,6.2,6,4.3,3.1,1.7,1.7,5804,5339,6447,8802,11104,8679,7435,6526,9350,6694,8111,7636,8807,7239,7000,4123,2741,2940,4.7,4.3,5.2,7.1,8.9,7,6,5.2,7.5,5.4,6.5,6.1,7.1,5.8,5.6,3.3,2.2,2.4
0500000US37133,Onslow,North Carolina,7484,6205,9045,10799,23550,11126,7977,5298,4931,4312,3534,4186,3479,2769,2051,1640,615,1148,6.8,5.6,8.2,9.8,21.4,10.1,7.2,4.8,4.5,3.9,3.2,3.8,3.2,2.5,1.9,1.5,0.6,1,7010,6502,4999,5481,8187,8267,7299,6652,4917,5191,3855,4329,4587,3607,2893,1108,1200,1705,8,7.4,5.7,6.2,9.3,9.4,8.3,7.6,5.6,5.9,4.4,4.9,5.2,4.1,3.3,1.3,1.4,1.9
0500000US37135,Orange,North Carolina,2912,4740,3504,7447,7174,5384,3812,3862,4451,4364,4610,4333,3624,3286,3836,1478,801,695,4.1,6.7,5,10.6,10.2,7.7,5.4,5.5,6.3,6.2,6.6,6.2,5.2,4.7,5.5,2.1,1.1,1,2932,4212,4900,6862,10151,5589,4408,4714,3627,5032,4453,4554,4898,3936,3526,1534,1198,1637,3.8,5.4,6.3,8.8,13,7.2,5.6,6,4.6,6.4,5.7,5.8,6.3,5,4.5,2,1.5,2.1
0500000US37147,Pitt,North Carolina,4170,4971,6013,7316,9637,6889,5124,4423,4968,5341,4674,5910,3188,4011,2842,2285,395,994,5,6,7.2,8.8,11.6,8.3,6.2,5.3,6,6.4,5.6,7.1,3.8,4.8,3.4,2.7,0.5,1.2,5831,5803,5457,7100,12401,7250,6392,4912,6403,5750,5280,6078,4739,4683,3482,3151,1674,1205,6,5.9,5.6,7.3,12.7,7.4,6.5,5,6.6,5.9,5.4,6.2,4.9,4.8,3.6,3.2,1.7,1.2
0500000US37151,Randolph,North Carolina,4331,4749,4561,4843,4014,4551,4574,4719,3123,4769,4998,5216,4548,3331,4624,2331,1287,955,6.1,6.6,6.4,6.8,5.6,6.4,6.4,6.6,4.4,6.7,7,7.3,6.4,4.7,6.5,3.3,1.8,1.3,3607,4420,4832,3848,4378,4536,4003,3969,4566,4604,4806,6315,3986,3891,3986,2521,2052,1823,5,6.1,6.7,5.3,6.1,6.3,5.5,5.5,6.3,6.4,6.7,8.8,5.5,5.4,5.5,3.5,2.8,2.5
0500000US37155,Robeson,North Carolina,4552,4892,4281,5078,4355,4572,3726,3520,3911,3876,3637,3487,4482,3059,2742,1398,1086,506,7.2,7.7,6.8,8,6.9,7.2,5.9,5.6,6.2,6.1,5.8,5.5,7.1,4.8,4.3,2.2,1.7,0.8,3944,3857,5230,4997,4224,4388,3907,4985,3077,4344,3994,4311,4505,3732,3244,2022,1706,998,5.8,5.7,7.8,7.4,6.3,6.5,5.8,7.4,4.6,6.4,5.9,6.4,6.7,5.5,4.8,3,2.5,1.5
0500000US37157,Rockingham,North Carolina,3619,2260,2254,2815,2325,2748,2189,1893,3206,3441,2620,3094,3464,2423,2840,1095,1228,615,8.2,5.1,5.1,6.4,5.3,6.2,5,4.3,7.3,7.8,5.9,7,7.8,5.5,6.4,2.5,2.8,1.4,1851,2106,2751,2252,2741,2423,2136,3058,2427,4302,2965,3381,3950,3094,2689,1811,1410,1534,3.9,4.5,5.9,4.8,5.8,5.2,4.6,6.5,5.2,9.2,6.3,7.2,8.4,6.6,5.7,3.9,3,3.3
0500000US37159,Rowan,North Carolina,3986,4082,4962,4888,4558,3719,4470,4628,4027,4644,4917,4630,4823,3570,3501,2102,1143,912,5.7,5.9,7.1,7,6.6,5.3,6.4,6.7,5.8,6.7,7.1,6.7,6.9,5.1,5,3,1.6,1.3,4079,4661,4121,4361,4152,4804,4297,4105,4144,4616,4976,6316,3943,3897,3894,2927,1881,1352,5.6,6.4,5.7,6,5.7,6.6,5.9,5.7,5.7,6.4,6.9,8.7,5.4,5.4,5.4,4,2.6,1.9
0500000US37161,Rutherford,North Carolina,2043,2666,1297,1685,1917,1930,1459,1414,1724,1839,2701,1798,2591,1855,2006,1545,496,950,6.4,8.4,4.1,5.3,6,6,4.6,4.4,5.4,5.8,8.5,5.6,8.1,5.8,6.3,4.8,1.6,3,1651,1701,1851,2273,1620,2248,1851,1983,1597,2281,2398,3026,2031,3199,1417,1528,1359,1099,4.7,4.8,5.3,6.5,4.6,6.4,5.3,5.6,4.5,6.5,6.8,8.6,5.8,9.1,4,4.4,3.9,3.1
0500000US37171,Surry,North Carolina,1678,2024,2378,2764,1952,2253,1989,1811,1758,2443,2438,1957,2941,2712,1521,1502,401,777,4.8,5.7,6.7,7.8,5.5,6.4,5.6,5.1,5,6.9,6.9,5.5,8.3,7.7,4.3,4.3,1.1,2.2,1832,2047,2011,2062,1830,2379,1515,2259,1831,2533,2561,3215,2020,2647,2067,1793,948,934,5,5.6,5.5,5.7,5,6.5,4.2,6.2,5,6.9,7,8.8,5.5,7.3,5.7,4.9,2.6,2.6
