id,county,state,male_under_5_years,male_5_to_9_years,male_10_to_14_years,male_15_to_19_years,male_20_to_24_years,male_25_to_29_years,male_30_to_34_years,male_35_to_39_years,male_40_to_44_years,male_45_to_49_years,male_50_to_54_years,male_55_to_59_years,male_60_to_64_years,male_65_to_69_years,male_70_to_74_years,male_75_to_79_years,male_80_to_84_years,male_85_years_and_over,male_percent_under_5_years,male_percent_5_to_9_years,male_percent_10_to_14_years,male_percent_15_to_19_years,male_percent_20_to_24_years,male_percent_25_to_29_years,male_percent_30_to_34_years,male_percent_35_to_39_years,male_percent_40_to_44_years,male_percent_45_to_49_years,male_percent_50_to_54_years,male_percent_55_to_59_years,male_percent_60_to_64_years,male_percent_65_to_69_years,male_percent_70_to_74_years,male_percent_75_to_79_years,male_percent_80_to_84_years,male_percent_85_years_and_over,female_under_5_years,female_5_to_9_years,female_10_to_14_years,female_15_to_19_years,female_20_to_24_years,female_25_to_29_years,female_30_to_34_years,female_35_to_39_years,female_40_to_44_years,female_45_to_49_years,female_50_to_54_years,female_55_to_59_years,female_60_to_64_years,female_65_to_69_years,female_70_to_74_years,female_75_to_79_years,female_80_to_84_years,female_85_years_and_over,female_percent_under_5_years,female_percent_5_to_9_years,female_percent_10_to_14_years,female_percent_15_to_19_years,female_percent_20_to_24_years,female_percent_25_to_29_years,female_percent_30_to_34_years,female_percent_35_to_39_years,female_percent_40_to_44_years,female_percent_45_to_49_years,female_percent_50_to_54_years,female_percent_55_to_59_years,female_percent_60_to_64_years,female_percent_65_to_69_years,female_percent_70_to_74_years,female_percent_75_to_79_years,female_percent_80_to_84_years,female_percent_85_years_and_over
0500000US17019,Champaign,Illinois,5687,5469,6075,11827,16756,7583,7127,7790,3810,5142,4451,5496,4751,3728,3938,1548,1399,1460,5.5,5.3,5.8,11.4,16.1,7.3,6.9,7.5,3.7,4.9,4.3,5.3,4.6,3.6,3.8,1.5,1.3,1.4,5141,4802,5656,10650,15745,7533,6624,6736,4463,5953,4943,5557,6037,4714,4043,2713,1749,2593,4.9,4.5,5.4,10.1,14.9,7.1,6.3,6.4,4.2,5.6,4.7,5.3,5.7,4.5,3.8,2.6,1.7,2.5
0500000US17031,Cook,Illinois,158667,151490,162584,154589,160500,214834,206279,185605,161986,159158,153602,154674,148167,112853,88763,57158,37865,32488,6.3,6.1,6.5,6.2,6.4,8.6,8.2,7.4,6.5,6.4,6.1,6.2,5.9,4.5,3.5,2.3,1.5,1.3,151564,143651,159311,152112,165401,216633,203979,182111,170319,165168,159865,165505,166348,137214,106711,78927,55467,68685,5.7,5.4,6,5.7,6.2,8.2,7.7,6.9,6.4,6.2,6,6.2,6.3,5.2,4,3,2.1,2.6
0500000US17037,DeKalb,Illinois,2267,3769,3527,4789,7464,3313,2897,3158,2739,2924,3306,2911,2550,2304,1452,1471,337,600,4.4,7.3,6.8,9.2,14.4,6.4,5.6,6.1,5.3,5.6,6.4,5.6,4.9,4.4,2.8,2.8,0.7,1.2,3588,1710,3929,4285,8038,3584,2756,3109,2816,2531,3148,3317,2773,2600,1573,1246,1082,1034,6.8,3.2,7.4,8.1,15.1,6.7,5.2,5.9,5.3,4.8,5.9,6.2,5.2,4.9,3,2.3,2,1.9
0500000US17043,DuPage,Illinois,27557,27805,31454,31286,28433,29276,29758,32189,28670,29065,30159,31915,30495,22507,18927,11867,7062,5783,6.1,6.1,6.9,6.9,6.3,6.4,6.6,7.1,6.3,6.4,6.6,7,6.7,5,4.2,2.6,1.6,1.3,26230,28136,28462,29169,27420,28138,29032,28962,31173,30336,31781,34719,32405,29087,17302,16014,8922,11425,5.6,6,6.1,6.2,5.9,6,6.2,6.2,6.7,6.5,6.8,7.4,6.9,6.2,3.7,3.4,1.9,2.4
0500000US17089,Kane,Illinois,16912,16869,21374,20751,16921,15773,16056,18300,16900,18843,18429,17459,16201,13755,7898,6530,3867,2153,6.4,6.4,8.1,7.8,6.4,6,6.1,6.9,6.4,7.1,7,6.6,6.1,5.2,3,2.5,1.5,0.8,16050,15769,20880,18951,16439,16194,14980,18125,17080,19051,17830,17376,16950,14491,9688,7298,6112,4148,6,5.9,7.8,7.1,6.1,6.1,5.6,6.8,6.4,7.1,6.7,6.5,6.3,5.4,3.6,2.7,2.3,1.6
0500000US17091,Kankakee,Illinois,3329,3785,2811,3979,4913,3465,3000,3575,2738,3487,3341,4385,2750,2587,2361,1383,1369,877,6.1,7,5.2,7.4,9.1,6.4,5.5,6.6,5.1,6.4,6.2,8.1,5.1,4.8,4.4,2.6,2.5,1.6,3005,3422,3921,4232,4236,2582,3267,3677,3241,3367,3262,4205,3171,2953,2505,1793,1218,1670,5.4,6.1,7,7.6,7.6,4.6,5.9,6.6,5.8,6,5.9,7.5,5.7,5.3,4.5,3.2,2.2,3
0500000US17093,Kendall,Illinois,3788,4592,5088,3475,4259,4870,3621,4271,5017,4523,5370,3457,2234,2545,1876,1632,139,240,6.2,7.5,8.3,5.7,7,8,5.9,7,8.2,7.4,8.8,5.7,3.7,4.2,3.1,2.7,0.2,0.4,4482,6266,4830,6898,2400,4090,4585,3398,6409,5616,4652,3205,2857,3442,1736,1237,1109,781,6.6,9.2,7.1,10.1,3.5,6,6.7,5,9.4,8.3,6.8,4.7,4.2,5.1,2.6,1.8,1.6,1.1
0500000US17097,Lake,Illinois,20131,22879,25255,28801,26307,21281,19272,23674,19711,23010,23914,25121,22000,18431,11168,7754,5334,4447,5.8,6.6,7.2,8.3,7.5,6.1,5.5,6.8,5.7,6.6,6.9,7.2,6.3,5.3,3.2,2.2,1.5,1.3,19506,22809,23410,26777,20877,19084,18688,22703,21001,23697,24655,24874,23771,19683,12394,8616,6386,9114,5.6,6.6,6.7,7.7,6,5.5,5.4,6.5,6,6.8,7.1,7.1,6.8,5.7,3.6,2.5,1.8,2.6
0500000US17099,LaSalle,Illinois,3421,3313,3135,3497,3116,3793,3139,3850,3409,3282,3539,3996,4006,2968,2811,1498,873,1480,6.2,6,5.7,6.3,5.7,6.9,5.7,7,6.2,6,6.4,7.2,7.3,5.4,5.1,2.7,1.6,2.7,2568,3752,2412,2823,3001,3172,3196,3477,2727,3296,3548,4698,3221,3070,2906,2013,1507,2156,4.8,7,4.5,5.3,5.6,5.9,6,6.5,5.1,6.2,6.6,8.8,6,5.7,5.4,3.8,2.8,4
0500000US17111,McHenry,Illinois,8393,9935,11114,10232,10035,9093,9305,10018,9410,10118,11681,13112,9146,9000,5302,4027,1463,2026,5.5,6.5,7.2,6.7,6.5,5.9,6.1,6.5,6.1,6.6,7.6,8.5,6,5.9,3.5,2.6,1,1.3,8240,10967,9213,10141,8624,8332,8401,10819,8930,10940,11509,12830,10589,7749,6582,4693,2790,3015,5.3,7.1,6,6.6,5.6,5.4,5.4,7,5.8,7.1,7.5,8.3,6.9,5,4.3,3,1.8,2
0500000US17113,McLean,Illinois,4309,5683,5209,6551,10908,5032,5273,4437,5876,4812,4525,4955,4190,3669,3165,1978,926,859,5.2,6.9,6.3,8,13.2,6.1,6.4,5.4,7.1,5.8,5.5,6,5.1,4.5,3.8,2.4,1.1,1,4904,5212,4852,8830,10514,5349,5442,4564,6684,4595,5074,5319,4974,4448,2679,1987,2225,1508,5.5,5.8,5.4,9.9,11.8,6,6.1,5.1,7.5,5.2,5.7,6,5.6,5,3,2.2,2.5,1.7
0500000US17115,Macon,Illinois,2511,4066,3499,3391,2484,3191,3313,2746,2919,2714,2710,3427,3532,2888,2605,1422,1209,1077,5.1,8.2,7,6.8,5,6.4,6.7,5.5,5.9,5.5,5.5,6.9,7.1,5.8,5.2,2.9,2.4,2.2,2566,3648,2844,3737,2976,3466,3229,3782,2582,2581,3076,4509,3335,3807,2584,2054,1528,2001,4.7,6.7,5.2,6.9,5.5,6.4,5.9,7,4.8,4.8,5.7,8.3,6.1,7,4.8,3.8,2.8,3.7
0500000US17119,Madison,Illinois,7722,8011,8600,8053,7122,9016,8199,7419,8314,8312,8415,9745,9254,6877,5136,3647,2090,2188,6,6.3,6.7,6.3,5.6,7,6.4,5.8,6.5,6.5,6.6,7.6,7.2,5.4,4,2.8,1.6,1.7,7034,8236,7537,8128,7657,8541,9068,7070,8816,8750,8631,8959,9958,8067,6875,5355,2803,3361,5.2,6.1,5.6,6,5.7,6.3,6.7,5.2,6.5,6.5,6.4,6.6,7.4,6,5.1,4,2.1,2.5
0500000US17143,Peoria,Illinois,5680,4690,6680,5868,5564,6329,5385,5915,5094,4755,5116,5073,5647,4819,3833,2947,1026,976,6.7,5.5,7.8,6.9,6.5,7.4,6.3,6.9,6,5.6,6,5.9,6.6,5.6,4.5,3.5,1.2,1.1,6875,6425,5136,5737,5789,6212,5683,4592,6093,5852,5396,5531,6442,5356,4669,3438,1645,2911,7.3,6.9,5.5,6.1,6.2,6.6,6.1,4.9,6.5,6.2,5.8,5.9,6.9,5.7,5,3.7,1.8,3.1
0500000US17161,Rock Island,Illinois,4124,4045,4939,4356,4600,4124,4122,4481,4114,4302,4262,4250,5247,4532,2641,2002,1784,1220,6,5.9,7.1,6.3,6.7,6,6,6.5,5.9,6.2,6.2,6.1,7.6,6.6,3.8,2.9,2.6,1.8,4179,3970,4795,5128,4122,4433,3873,4729,3880,3944,4097,5277,4845,4753,3364,2786,2287,2272,5.7,5.5,6.6,7.1,5.7,6.1,5.3,6.5,5.3,5.4,5.6,7.3,6.7,6.5,4.6,3.8,3.1,3.1
0500000US17163,St. Clair,Illinois,8499,7090,10214,8504,7686,8618,8609,9005,6493,7278,7705,8811,8564,6680,4642,2948,1551,2112,6.8,5.7,8.2,6.8,6.1,6.9,6.9,7.2,5.2,5.8,6.2,7,6.9,5.3,3.7,2.4,1.2,1.7,7664,7273,9279,7465,7407,8918,8833,9111,7964,8924,8330,10022,9418,6240,7132,4587,3336,2774,5.7,5.4,6.9,5.5,5.5,6.6,6.6,6.8,5.9,6.6,6.2,7.4,7,4.6,5.3,3.4,2.5,2.1
0500000US17167,Sangamon,Illinois,5735,6760,5378,6414,5055,6106,5707,5682,6016,5572,6128,6569,6654,5921,3465,2509,2284,1208,6.2,7.3,5.8,6.9,5.4,6.6,6.1,6.1,6.5,6,6.6,7.1,7.1,6.4,3.7,2.7,2.5,1.3,5411,5020,7052,6325,4944,6501,6358,5735,6552,6245,6353,7423,6926,6313,5350,3174,3588,2239,5.3,4.9,6.9,6.2,4.9,6.4,6.3,5.6,6.5,6.2,6.3,7.3,6.8,6.2,5.3,3.1,3.5,2.2
0500000US17179,Tazewell,Illinois,3800,4233,4565,4698,3453,3963,3734,3431,5258,3873,4054,4678,3998,4033,2978,2653,685,1181,5.8,6.5,7,7.2,5.3,6.1,5.7,5.3,8.1,5.9,6.2,7.2,6.1,6.2,4.6,4.1,1,1.8,3589,4270,4091,3948,3097,3746,3730,3767,4382,4107,4045,4248,4993,4299,3525,2800,1903,1995,5.4,6.4,6.1,5.9,4.7,5.6,5.6,5.7,6.6,6.2,6.1,6.4,7.5,6.5,5.3,4.2,2.9,3
0500000US17183,Vermilion,Illinois,2707,3007,1941,2203,1825,2307,2629,2697,1854,2270,1965,2650,2779,1991,1728,1315,662,760,7.3,8.1,5.2,5.9,4.9,6.2,7.1,7.2,5,6.1,5.3,7.1,7.5,5.3,4.6,3.5,1.8,2,2397,2278,2797,2563,2204,1928,2156,1898,1986,2113,2240,3223,2534,2525,2073,1517,1021,1015,6.2,5.9,7.3,6.7,5.7,5,5.6,4.9,5.2,5.5,5.8,8.4,6.6,6.6,5.4,3.9,2.7,2.6
0500000US17197,Will,Illinois,20058,22370,26658,26885,22788,21707,20450,22142,23699,25259,24913,22289,21668,14587,12380,7533,3678,3638,5.9,6.5,7.8,7.8,6.6,6.3,6,6.5,6.9,7.4,7.3,6.5,6.3,4.3,3.6,2.2,1.1,1.1,19785,20919,26137,24384,21480,20887,19881,21353,25737,25880,25150,24161,20650,16669,13381,10615,5141,5831,5.7,6,7.5,7,6.2,6,5.7,6.1,7.4,7.4,7.2,6.9,5.9,4.8,3.8,3,1.5,1.7
0500000US17199,Williamson,Illinois,2050,2116,2156,1751,1572,2035,2681,2189,2404,2100,1917,1827,2354,1621,1943,1200,672,332,6.2,6.4,6.5,5.3,4.8,6.2,8.1,6.6,7.3,6.4,5.8,5.5,7.2,4.9,5.9,3.6,2,1,1853,1869,1916,1750,2208,1852,2086,2317,1991,1964,1876,2109,2476,1835,2354,1733,723,765,5.5,5.5,5.7,5.2,6.6,5.5,6.2,6.9,5.9,5.8,5.6,6.3,7.4,5.4,7,5.1,2.1,2.3
0500000US17201,Winnebago,Illinois,8956,9007,9993,9192,9251,8355,8097,8730,7630,9090,8334,10147,8752,8188,5705,4956,2022,1655,6.5,6.5,7.2,6.7,6.7,6.1,5.9,6.3,5.5,6.6,6,7.3,6.3,5.9,4.1,3.6,1.5,1.2,8459,9427,8395,8771,8241,9693,8221,9369,8536,8310,9061,10063,9861,9570,6314,5257,2657,4307,5.9,6.5,5.8,6.1,5.7,6.7,5.7,6.5,5.9,5.8,6.3,7,6.8,6.6,4.4,3.6,1.8,3
0500000US18003,Allen,Indiana,13522,13335,14279,11939,13201,14003,11264,13371,10657,11256,11182,11272,10708,9564,6603,4024,3404,1573,7.3,7.2,7.7,6.4,7.1,7.6,6.1,7.2,5.8,6.1,6,6.1,5.8,5.2,3.6,2.2,1.8,0.8,12939,14396,12521,12145,13030,14002,12844,12225,11833,11324,11219,10697,13373,10546,7519,6171,3592,3766,6.7,7.4,6.4,6.3,6.7,7.2,6.6,6.3,6.1,5.8,5.8,5.5,6.9,5.4,3.9,3.2,1.9,1.9
0500000US18005,Bartholomew,Indiana,2443,2601,3679,2721,2203,3986,2893,2799,2621,3000,2516,2654,1873,2060,1412,1192,572,669,5.8,6.2,8.8,6.5,5.3,9.5,6.9,6.7,6.3,7.2,6,6.3,4.5,4.9,3.4,2.8,1.4,1.6,2383,2180,2823,2635,2690,3009,2691,2112,3315,2473,2230,1995,3328,2690,1922,1082,1284,1043,5.7,5.2,6.7,6.3,6.4,7.2,6.4,5,7.9,5.9,5.3,4.8,7.9,6.4,4.6,2.6,3.1,2.5
0500000US18011,Boone,Indiana,2052,2463,3643,1933,1901,1893,2051,2299,2516,2113,2270,2203,2062,1424,1140,596,588,375,6.1,7.3,10.9,5.8,5.7,5.6,6.1,6.9,7.5,6.3,6.8,6.6,6.2,4.2,3.4,1.8,1.8,1.1,1869,1387,3330,2161,2097,1785,1877,2621,2669,2198,2360,2194,2480,1639,1240,1039,730,645,5.4,4,9.7,6.3,6.1,5.2,5.5,7.6,7.8,6.4,6.9,6.4,7.2,4.8,3.6,3,2.1,1.9
0500000US18019,Clark,Indiana,4174,3161,3650,3618,3442,3830,3943,3487,4175,3874,3771,4482,2700,3011,2387,1236,1112,393,7.4,5.6,6.5,6.4,6.1,6.8,7,6.2,7.4,6.9,6.7,7.9,4.8,5.3,4.2,2.2,2,0.7,3514,4366,3560,3404,3312,4147,3800,4049,5019,3739,3454,4191,3839,4005,3258,2259,1028,912,5.7,7.1,5.8,5.5,5.4,6.7,6.1,6.5,8.1,6,5.6,6.8,6.2,6.5,5.3,3.7,1.7,1.5
0500000US18035,Delaware,Indiana,2877,2731,2784,5758,7063,3482,2827,2792,2760,2885,3468,3460,3528,2994,2138,2046,895,868,5.2,4.9,5,10.4,12.8,6.3,5.1,5,5,5.2,6.3,6.3,6.4,5.4,3.9,3.7,1.6,1.6,2480,3103,2380,5270,7958,3178,3462,2046,3395,3174,3671,3057,4241,3738,2170,2293,1486,1677,4.2,5.3,4,9,13.5,5.4,5.9,3.5,5.8,5.4,6.2,5.2,7.2,6.4,3.7,3.9,2.5,2.9
0500000US18039,Elkhart,Indiana,7221,7121,9426,8137,6742,7142,6531,5400,6434,6159,6569,6023,5240,5413,3012,2914,1047,1406,7.1,7,9.2,8,6.6,7,6.4,5.3,6.3,6,6.4,5.9,5.1,5.3,3,2.9,1,1.4,6981,5087,10697,7479,6373,6351,6633,4946,6666,6791,5660,6500,6546,5023,4478,2712,1627,3854,6.7,4.9,10.2,7.2,6.1,6.1,6.4,4.7,6.4,6.5,5.4,6.2,6.3,4.8,4.3,2.6,1.6,3.7
0500000US18043,Floyd,Indiana,2449,2063,3526,1963,3063,2518,2398,2637,2132,2344,2278,2962,2699,1980,1635,716,612,533,6.4,5.4,9.2,5.1,8,6.5,6.2,6.8,5.5,6.1,5.9,7.7,7,5.1,4.2,1.9,1.6,1.4,2150,2721,2560,2201,2237,2638,2266,3281,1811,2371,2567,2600,3124,2718,1722,835,881,1331,5.4,6.8,6.4,5.5,5.6,6.6,5.7,8.2,4.5,5.9,6.4,6.5,7.8,6.8,4.3,2.1,2.2,3.3
0500000US18053,Grant,Indiana,2066,1882,2344,1918,3136,2110,1795,1202,1820,1714,2006,1748,2775,2115,1247,1053,484,665,6.4,5.9,7.3,6,9.8,6.6,5.6,3.7,5.7,5.3,6.3,5.4,8.7,6.6,3.9,3.3,1.5,2.1,1712,1765,1490,2530,2944,1783,2157,1534,1771,1823,2220,2363,2548,2021,1667,1099,1197,1065,5.1,5.2,4.4,7.5,8.7,5.3,6.4,4.6,5.3,5.4,6.6,7,7.6,6,4.9,3.3,3.6,3.2
0500000US18057,Hamilton,Indiana,11747,12220,14940,11769,9774,7917,10339,14715,9510,12261,12636,10534,8335,7960,4354,3268,1539,2351,7.1,7.4,9,7.1,5.9,4.8,6.2,8.9,5.7,7.4,7.6,6.3,5,4.8,2.6,2,0.9,1.4,9413,11612,13850,11848,9181,8567,11425,13958,12162,12957,12079,9681,9931,8830,5885,3423,2553,4487,5.5,6.8,8.1,6.9,5.3,5,6.6,8.1,7.1,7.5,7,5.6,5.8,5.1,3.4,2,1.5,2.6
0500000US18059,Hancock,Indiana,2325,2506,2758,2895,1724,2436,2382,2465,2281,2409,3041,3279,1677,1898,1540,1173,583,915,6.1,6.5,7.2,7.6,4.5,6.4,6.2,6.4,6,6.3,7.9,8.6,4.4,5,4,3.1,1.5,2.4,2417,1829,2697,2157,2386,2355,3195,2012,2758,2648,2948,2855,2406,2193,1809,1314,1240,662,6.1,4.6,6.8,5.4,6,5.9,8,5,6.9,6.6,7.4,7.2,6,5.5,4.5,3.3,3.1,1.7
0500000US18063,Hendricks,Indiana,4547,5166,7621,5606,5106,4991,6593,5135,6529,6614,5215,5402,4313,3753,3613,1829,1139,780,5.4,6.2,9.1,6.7,6.1,5.9,7.9,6.1,7.8,7.9,6.2,6.4,5.1,4.5,4.3,2.2,1.4,0.9,5028,6576,6481,4975,4073,4730,6473,3649,8197,5701,6484,6008,4619,4795,2961,1803,2064,1742,5.8,7.6,7.5,5.8,4.7,5.5,7.5,4.2,9.5,6.6,7.5,7,5.3,5.6,3.4,2.1,2.4,2
0500000US18067,Howard,Indiana,2418,2558,2807,2918,2218,2968,2297,2218,2188,2264,2384,3329,2903,1984,2035,1384,683,762,6,6.3,7,7.2,5.5,7.4,5.7,5.5,5.4,5.6,5.9,8.3,7.2,4.9,5,3.4,1.7,1.9,2584,2290,2932,2641,1785,2784,2397,2150,2813,2642,2611,3004,2744,2584,2215,1924,831,1295,6.1,5.4,6.9,6.3,4.2,6.6,5.7,5.1,6.7,6.3,6.2,7.1,6.5,6.1,5.2,4.6,2,3.1
0500000US18081,Johnson,Indiana,4410,5469,5409,5799,5147,5160,5407,4903,5069,5740,4612,5023,4726,3524,3102,1755,1208,865,5.7,7.1,7,7.5,6.7,6.7,7,6.3,6.6,7.4,6,6.5,6.1,4.6,4,2.3,1.6,1.1,5790,4892,5717,4683,5115,5307,4579,4789,5456,5651,5433,5902,4259,3714,3788,2814,1959,991,7.2,6.1,7.1,5.8,6.3,6.6,5.7,5.9,6.7,7,6.7,7.3,5.3,4.6,4.7,3.5,2.4,1.2
0500000US18085,Kosciusko,Indiana,2719,2045,3645,2492,2158,2756,2742,2369,2427,2488,2392,2555,3079,1915,1949,1075,767,475,6.8,5.1,9.1,6.2,5.4,6.9,6.8,5.9,6.1,6.2,6,6.4,7.7,4.8,4.9,2.7,1.9,1.2,2519,2378,2667,2582,2278,2544,2828,1193,2910,2449,2274,2615,2829,2572,1591,1542,1100,537,6.4,6,6.8,6.6,5.8,6.5,7.2,3,7.4,6.2,5.8,6.6,7.2,6.5,4,3.9,2.8,1.4
0500000US18089,Lake,Indiana,14299,14551,17956,16679,14678,15313,14369,14989,14815,14747,14679,15521,16151,13557,8840,5544,4227,3690,6.1,6.2,7.7,7.1,6.3,6.5,6.1,6.4,6.3,6.3,6.3,6.6,6.9,5.8,3.8,2.4,1.8,1.6,14086,12676,18281,15898,14487,15596,14834,14352,17173,15914,15441,18463,17151,13441,12445,7936,7050,5664,5.6,5.1,7.3,6.3,5.8,6.2,5.9,5.7,6.8,6.3,6.2,7.4,6.8,5.4,5,3.2,2.8,2.3
0500000US18091,LaPorte,Indiana,3304,3481,3278,3983,4514,3725,3765,3698,3849,3805,3544,3908,3947,2805,2834,1863,933,381,5.7,6,5.7,6.9,7.8,6.5,6.5,6.4,6.7,6.6,6.2,6.8,6.9,4.9,4.9,3.2,1.6,0.7,2759,3142,2740,2721,2674,3369,2899,2847,3022,3404,3846,3085,4891,3217,2821,2015,1543,1276,5.3,6,5.2,5.2,5.1,6.4,5.5,5.4,5.8,6.5,7.4,5.9,9.4,6.2,5.4,3.9,3,2.4
0500000US18095,Madison,Indiana,3510,3854,4744,4343,3845,4213,4267,4101,3627,5310,4201,4313,4276,3065,3179,2588,982,765,5.4,5.9,7.3,6.7,5.9,6.5,6.5,6.3,5.6,8.1,6.4,6.6,6.6,4.7,4.9,4,1.5,1.2,3545,3620,3823,3467,4036,3654,4329,4332,3042,4234,3977,4763,3534,4025,3700,2210,1759,2336,5.5,5.6,5.9,5.4,6.3,5.7,6.7,6.7,4.7,6.6,6.2,7.4,5.5,6.3,5.7,3.4,2.7,3.6
0500000US18097,Marion,Indiana,35996,33967,32668,30758,32473,42360,37501,34185,26598,26621,25923,27706,26695,19048,14756,9450,4296,4815,7.7,7.3,7,6.6,7,9.1,8.1,7.3,5.7,5.7,5.6,5.9,5.7,4.1,3.2,2,0.9,1,33482,32495,31432,29322,34411,44698,40021,34795,29114,28786,27963,34416,26155,22562,18358,11964,6669,12123,6.7,6.5,6.3,5.9,6.9,9,8,7,5.8,5.8,5.6,6.9,5.2,4.5,3.7,2.4,1.3,2.4
0500000US18105,Monroe,Indiana,3547,3334,3120,10406,12433,5868,4390,4666,2949,3605,3318,3270,4234,2647,2907,1526,652,1145,4.8,4.5,4.2,14.1,16.8,7.9,5.9,6.3,4,4.9,4.5,4.4,5.7,3.6,3.9,2.1,0.9,1.5,3207,3298,2773,9074,12634,5489,4210,5013,3073,3289,3768,4163,3519,3046,3012,1663,1528,1655,4.3,4.4,3.7,12.2,17,7.4,5.7,6.7,4.1,4.4,5.1,5.6,4.7,4.1,4,2.2,2.1,2.2
0500000US18109,Morgan,Indiana,1907,1522,3132,2470,2105,2265,1899,2263,1844,2284,2552,3091,2250,2050,1390,1020,387,587,5.4,4.3,8.9,7.1,6,6.5,5.4,6.5,5.3,6.5,7.3,8.8,6.4,5.9,4,2.9,1.1,1.7,1976,1527,2567,2215,2068,1954,1840,1894,2706,2485,2489,3268,1971,2294,1573,1092,539,1013,5.6,4.3,7.2,6.2,5.8,5.5,5.2,5.3,7.6,7,7,9.2,5.6,6.5,4.4,3.1,1.5,2.9
0500000US18127,Porter,Indiana,4733,4808,6101,5764,5849,5257,5181,5170,6015,5534,5231,6369,5495,4159,4247,2302,1123,1121,5.6,5.7,7.2,6.8,6.9,6.2,6.1,6.1,7.1,6.6,6.2,7.5,6.5,4.9,5,2.7,1.3,1.3,4438,4367,5527,5716,5965,4689,5296,6297,5223,5930,4827,5038,7088,5018,4088,3034,1579,1810,5.2,5.1,6.4,6.7,6.9,5.5,6.2,7.3,6.1,6.9,5.6,5.9,8.2,5.8,4.8,3.5,1.8,2.1
0500000US18141,St. Joseph,Indiana,9311,9422,8889,9819,10309,9506,8537,8565,6535,7991,8088,7908,9021,6182,5444,3009,2425,2035,7,7.1,6.7,7.4,7.8,7.1,6.4,6.4,4.9,6,6.1,5.9,6.8,4.6,4.1,2.3,1.8,1.5,7704,7882,9271,10698,10045,9826,8772,8441,7426,8102,8198,8983,9132,7049,6399,3912,3223,3767,5.5,5.7,6.7,7.7,7.2,7.1,6.3,6.1,5.3,5.8,5.9,6.5,6.6,5.1,4.6,2.8,2.3,2.7
0500000US18157,Tippecanoe,Indiana,5584,5836,5893,11061,18810,7905,6596,4945,5625,4662,4191,3904,5755,3548,2527,1922,1065,816,5.5,5.8,5.9,11,18.7,7.9,6.6,4.9,5.6,4.6,4.2,3.9,5.7,3.5,2.5,1.9,1.1,0.8,5239,5356,6124,9928,13298,7523,5947,5844,4434,4501,4711,4148,5442,3992,3035,2379,1993,1193,5.5,5.6,6.4,10.4,14,7.9,6.3,6.1,4.7,4.7,5,4.4,5.7,4.2,3.2,2.5,2.1,1.3
0500000US18163,Vanderburgh,Indiana,5719,5434,5560,5327,6231,6435,6011,5011,6110,4856,5023,5829,6494,5118,3117,2095,1560,1339,6.6,6.2,6.4,6.1,7.1,7.4,6.9,5.7,7,5.6,5.8,6.7,7.4,5.9,3.6,2.4,1.8,1.5,5146,4692,6576,6229,6270,6359,6350,4486,6640,5161,4946,5718,7424,5109,5057,3175,2580,2264,5.5,5,7,6.6,6.7,6.8,6.7,4.8,7.1,5.5,5.3,6.1,7.9,5.4,5.4,3.4,2.7,2.4
0500000US18167,Vigo,Indiana,3008,2793,3117,4319,6035,4576,3334,3453,2815,3097,3517,2910,3769,2737,1825,1630,591,630,5.6,5.2,5.8,8,11.1,8.4,6.2,6.4,5.2,5.7,6.5,5.4,7,5.1,3.4,3,1.1,1.2,3046,3205,2535,3964,5386,3610,2481,3061,2374,3195,3012,3523,2990,3372,2322,1964,1322,1520,5.8,6.1,4.8,7.5,10.2,6.8,4.7,5.8,4.5,6,5.7,6.7,5.7,6.4,4.4,3.7,2.5,2.9
0500000US18177,Wayne,Indiana,2323,2079,1666,2075,1936,2136,1776,2256,1316,2000,2059,2136,2448,1449,1742,1162,626,380,7.4,6.6,5.3,6.6,6.1,6.8,5.6,7.1,4.2,6.3,6.5,6.8,7.8,4.6,5.5,3.7,2,1.2,1936,2278,2008,2427,2022,1726,1736,2002,2013,1869,1996,2690,2254,1882,2063,1319,1192,906,5.6,6.6,5.9,7.1,5.9,5,5.1,5.8,5.9,5.4,5.8,7.8,6.6,5.5,6,3.8,3.5,2.6
0500000US19013,Black Hawk,Iowa,4403,5016,3126,4289,7231,4747,4241,3781,3944,3273,3191,3498,4184,2525,3373,1806,1064,1024,6.8,7.8,4.8,6.6,11.2,7.3,6.6,5.8,6.1,5.1,4.9,5.4,6.5,3.9,5.2,2.8,1.6,1.6,3662,3647,3891,5182,7126,4417,3325,3999,3481,3642,3373,3694,4655,3552,3126,1573,2363,1804,5.5,5.5,5.9,7.8,10.7,6.6,5,6,5.2,5.5,5.1,5.6,7,5.3,4.7,2.4,3.6,2.7
0500000US19049,Dallas,Iowa,3177,4043,2748,2563,2965,3702,3258,4915,2795,2904,2916,2311,2059,1888,1073,946,500,453,7,8.9,6.1,5.7,6.6,8.2,7.2,10.9,6.2,6.4,6.4,5.1,4.6,4.2,2.4,2.1,1.1,1,3304,4051,3700,3372,2396,2982,3758,5674,2393,2729,2736,2482,2211,1844,1834,960,863,948,6.8,8.4,7.7,7,5,6.2,7.8,11.8,5,5.7,5.7,5.1,4.6,3.8,3.8,2,1.8,2
