id,county,state,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
0500000US29189,St. Louis,Missouri,410842,5,2.8,7.7,7.8,11.9,17.7,12.6,16.1,7.8,10.6,70022,103189,33167,High
0500000US29510,St. Louis city,Missouri,146779,11.7,7.8,9.5,10.3,12.9,18.8,10.7,9.7,4.7,3.9,47176,64422,17246,Very Low
0500000US30013,Cascade,Montana,32816,6.7,6,12.5,8.2,15,20.2,14,11.8,2.7,2.8,51227,64362,13135,Very Low
0500000US30029,Flathead,Montana,40681,3.2,4.5,6.1,9.8,17,20.7,14.9,13.8,7.2,2.8,62588,78594,16006,Middle
0500000US30031,Gallatin,Montana,46990,4.1,3.6,7.1,8.2,9.4,17.2,15.8,20.9,6.7,7,75418,97931,22513,Very High
0500000US30049,Lewis and Clark,Montana,27405,3.8,4.4,12,7.5,13.1,14.8,14.4,17.9,6,6.3,67616,88558,20942,High
0500000US30063,Missoula,Montana,50853,4.7,5.6,9,7.5,16,20.3,13.7,12.4,5.7,5.2,57347,78557,21210,Low
0500000US30111,Yellowstone,Montana,69989,4.1,3.4,12.4,7.5,12.8,19.9,11.8,14.5,7.2,6.3,61186,88264,27078,Middle
0500000US31055,Douglas,Nebraska,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,22504,High
0500000US31109,Lancaster,Nebraska,128385,5.1,3.4,7.8,9.6,13.7,20.8,12.4,14.5,6.1,6.5,61175,84839,23664,Middle
0500000US31153,Sarpy,Nebraska,68947,2.3,2.8,5.8,4.9,9.9,16.3,17.7,22.8,9.4,8,83720,100778,17058,Very High
0500000US32003,Clark,Nevada,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
0500000US32031,Washoe,Nevada,191091,4.2,3.7,8.2,6.8,11,17.7,14.8,18.8,7,7.8,71881,97948,26067,High
0500000US33005,Cheshire,New Hampshire,29698,4.9,2.7,7.1,7.8,15.6,18.2,16,18.7,3.6,5.4,66088,80523,14435,High
0500000US33009,Grafton,New Hampshire,35780,6,5.8,7.7,9.1,13.9,17.4,11.3,15,4,9.9,60588,89633,29045,Middle
0500000US33011,Hillsborough,New Hampshire,162588,3.4,3.1,5.1,6.7,10,16.4,12.6,21,10.8,10.9,83626,104958,21332,Very High
0500000US33013,Merrimack,New Hampshire,60017,3,4.6,6.5,7.6,11.4,16.1,16.1,18,9.2,7.4,76218,93295,17077,Very High
0500000US33015,Rockingham,New Hampshire,124212,3.2,1.4,5.6,4.5,9.8,16.1,13.5,19.5,12,14.5,91249,122403,31154,Very High
0500000US33017,Strafford,New Hampshire,50584,4.1,2.9,6.3,7.8,9.6,20.8,12.9,19.4,9.4,6.8,71765,91811,20046,High
0500000US34001,Atlantic,New Jersey,101975,6.5,3.7,8.9,8.2,13,16.8,12,16.2,7.5,7.2,63389,93192,29803,Middle
0500000US34003,Bergen,New Jersey,343733,3.4,1.9,4.5,4.6,8.1,12,11.4,19.5,12.7,21.8,108827,147611,38784,Very High
0500000US34005,Burlington,New Jersey,170074,2.5,1.5,5.6,5.6,9.3,17,14.8,19.7,11.3,12.9,88797,114940,26143,Very High
0500000US34007,Camden,New Jersey,187780,6.2,3.4,7.5,7.6,9.8,16.5,11.8,18.6,8.4,10.1,73672,100804,27132,High
0500000US34009,Cape May,New Jersey,40939,4.2,3.3,6.8,8.6,13.2,16.2,12.1,16.6,8.5,10.5,69980,98993,29013,High
0500000US34011,Cumberland,New Jersey,51360,7.5,4.9,9.4,9.2,10.6,21.9,10.8,16.8,4.5,4.3,54587,82821,28234,Very Low
0500000US34013,Essex,New Jersey,295976,8.4,4.3,7.8,8.3,10.3,16.4,10.6,13.5,7.3,13,64626,106759,42133,Middle
0500000US34015,Gloucester,New Jersey,106705,3.8,2.6,6.5,7.1,8,14.7,14,19.8,11.7,11.8,89447,107975,18528,Very High
0500000US34017,Hudson,New Jersey,266664,6.2,4.7,7.3,6.2,9.4,14.5,12.1,16.7,8.8,14.1,78808,110580,31772,Very High
0500000US34019,Hunterdon,New Jersey,47901,1.8,1.4,3.5,6.2,5.7,13.3,10.8,19.7,13.3,24.2,116155,154256,38101,Very High
0500000US34021,Mercer,New Jersey,130851,8.2,3.6,6,6.7,7.8,15.3,11.4,17.2,9,14.9,79492,115317,35825,Very High
0500000US34023,Middlesex,New Jersey,285906,4.2,2.4,5.5,5.2,9,13.7,12.8,19.9,12.1,15.2,93418,117164,23746,Very High
0500000US34025,Monmouth,New Jersey,240377,4.4,2.4,4.8,6.3,6.7,12.2,11.4,19.5,11.7,20.7,102870,143028,40158,Very High
0500000US34027,Morris,New Jersey,184885,2.5,1.6,4.7,4.4,7.1,12.3,10.6,18.8,12.9,25,116283,154989,38706,Very High
0500000US34029,Ocean,New Jersey,226725,3.1,2.4,8,7.7,10.2,18,13.8,19.7,8.8,8.3,76093,97772,21679,Very High
0500000US34031,Passaic,New Jersey,168059,4.9,4.1,7.2,7.6,8.9,15.9,13.2,18,9.7,10.5,77040,99414,22374,Very High
0500000US34033,Salem,New Jersey,24404,2.9,6.4,9.9,6.2,12.3,19.2,11,14.8,10,7.4,68531,90349,21818,High
0500000US34035,Somerset,New Jersey,122606,2.6,1.8,3,4.2,7.1,13.4,12.7,17.5,12.5,25.1,111587,152445,40858,Very High
0500000US34037,Sussex,New Jersey,54099,2.9,1.1,4.2,4.5,6.4,15.9,14.1,22.1,13.3,15.6,101130,124822,23692,Very High
0500000US34039,Union,New Jersey,192848,4.1,2.6,6.8,6.6,10.7,16.9,12,15.8,9.5,14.9,80339,116947,36608,Very High
0500000US34041,Warren,New Jersey,42397,3.8,3.6,4.9,6.4,10.2,15.4,16.7,18.2,10.8,10,84479,102202,17723,Very High
0500000US35001,Bernalillo,New Mexico,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
0500000US35005,Chaves,New Mexico,24671,9.1,7.8,13.6,10.6,16.8,15.6,9.7,9.9,5.1,1.8,42003,58875,16872,Very Low
0500000US35013,Doña Ana,New Mexico,79094,11.6,7,14.1,10.2,12.1,18.4,11,9.9,3.4,2.3,43038,57842,14804,Very Low
0500000US35025,Lea,New Mexico,24478,10.7,2.1,7.7,8.3,9.6,16.7,21.5,14.8,5.5,3.2,68457,78848,10391,High
0500000US35031,McKinley,New Mexico,21719,15.9,6.7,11.1,12,15.6,16.1,10.8,7.6,2.8,1.3,37153,49716,12563,Very Low
0500000US35035,Otero,New Mexico,24133,6.6,4.3,18,17.6,14.5,17.9,9.8,6.5,3.2,1.7,39371,54602,15231,Very Low
0500000US35043,Sandoval,New Mexico,53251,3.5,2.9,6,6.3,14.2,18.9,17.2,18.1,5.4,7.7,71997,89341,17344,High
0500000US35045,San Juan,New Mexico,42561,8.7,5,12.7,13.7,15.5,20.9,8.8,9.8,2.8,2.2,44321,60348,16027,Very Low
0500000US35049,Santa Fe,New Mexico,62182,6.7,4,8,10.4,12.5,17.7,12.9,13.2,6.4,8.3,61298,88182,26884,Middle
0500000US35061,Valencia,New Mexico,24829,8,6.4,10.3,8.8,6.3,22.2,15,11.6,6.3,5.1,60601,73874,13273,Middle
0500000US36001,Albany,New York,128284,5.1,5.1,6.6,8.6,11,16.1,12.5,19.1,8.7,7.3,69953,91080,21127,High
0500000US36005,Bronx,New York,513890,14.7,8.5,11.8,9.1,12.3,16.9,9.6,10,3.8,3.3,41432,59664,18232,Very Low
0500000US36007,Broome,New York,79309,8.1,5.6,11.7,9.4,13.7,17.8,13.3,12.2,4.3,3.9,52010,68572,16562,Very Low
0500000US36009,Cattaraugus,New York,33056,6.3,7.8,11.6,9.7,13.4,19.7,14.8,9.7,4,2.9,50912,64706,13794,Very Low
0500000US36011,Cayuga,New York,31489,5.9,3.5,9.2,7.8,15.2,19.6,14.2,13.8,7.4,3.3,58665,78177,19512,Low
0500000US36013,Chautauqua,New York,55345,8.9,6.5,13.9,8.2,12.4,16.3,11.9,15.1,4.5,2.6,50272,65136,14864,Very Low
0500000US36015,Chemung,New York,33490,8.8,3.8,8,8.2,12.6,20.5,14.2,15.7,5.5,2.9,60782,73297,12515,Middle
0500000US36019,Clinton,New York,31422,9.4,3.3,7.4,8.9,11.5,21.9,14.7,13.1,6.9,2.9,60198,81738,21540,Middle
0500000US36027,Dutchess,New York,110529,4.7,3.4,7.5,6.8,8.1,15.1,11.2,20.1,10.5,12.7,85901,112299,26398,Very High
0500000US36029,Erie,New York,398326,6.6,4.5,9.4,9.5,12,18.2,12.9,14.3,6.9,5.7,60652,79972,19320,Middle
0500000US36045,Jefferson,New York,41214,6.6,4.6,8.9,10.5,14.7,20.3,14.8,13.5,3.2,2.8,53917,67368,13451,Very Low
0500000US36047,Kings,New York,978091,7.9,5.6,8.7,7.6,9.9,14.6,11.3,14.8,8.2,11.4,66937,99472,32535,High
0500000US36051,Livingston,New York,23409,7.4,3.6,9.8,8.8,13,20.6,12.8,13.5,5.8,4.8,59173,75881,16708,Low
0500000US36053,Madison,New York,25986,4.6,2.3,11.8,6.1,14.8,16.6,14.6,17.6,4.2,7.4,62918,88100,25182,Middle
0500000US36055,Monroe,New York,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
0500000US36059,Nassau,New York,449798,3,1.7,5.1,3.9,6.5,11.5,10.5,18.5,14.3,25,118453,157774,39321,Very High
0500000US36061,New York,New York,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
0500000US36063,Niagara,New York,90625,7.9,4.9,9.4,9.4,13.5,16.7,13.2,15.3,5.8,4,56304,73374,17070,Low
0500000US36065,Oneida,New York,90273,4.7,5.7,10.7,8.2,13.9,18.5,12.9,14.3,6.8,4.3,57391,75821,18430,Low
0500000US36067,Onondaga,New York,183218,8.1,4.3,8.4,7.3,13.1,17.5,13.1,15.2,6.1,6.8,61577,83860,22283,Middle
0500000US36069,Ontario,New York,46025,4.8,3.4,6.3,8.2,10.4,21.8,13.5,16,7.7,7.9,66568,92560,25992,High
0500000US36071,Orange,New York,131421,5,4,7.6,4.4,9.4,13.7,14,20.1,10.2,11.4,84458,105297,20839,Very High
0500000US36075,Oswego,New York,46640,4.1,5.9,11.1,8.4,12.8,18.3,14.7,17,4.4,3.4,58459,74434,15975,Low
0500000US36079,Putnam,New York,34470,2.2,1.1,3.3,5.4,6.9,10.5,16.2,24.6,12.6,17.2,106204,132523,26319,Very High
0500000US36081,Queens,New York,784552,5.6,3.7,6.6,7.9,10.5,16.3,12.9,17.8,9.5,9.3,73696,96631,22935,High
0500000US36083,Rensselaer,New York,65790,5.5,3.3,6.9,8.8,11.3,16.5,14.4,18.4,9.8,5.1,71574,85141,13567,High
0500000US36085,Richmond,New York,166297,3.9,3.3,5.9,5.6,10.4,14.7,10.1,21,11.3,13.8,89821,113245,23424,Very High
0500000US36087,Rockland,New York,101424,3.5,3,5.9,4.6,8.6,12.7,11,20.9,10.9,18.9,100916,133396,32480,Very High
0500000US36089,St. Lawrence,New York,42832,8.5,6.9,10.7,10.7,12,15.3,12.2,15.1,5.5,3.1,52108,68320,16212,Very Low
0500000US36091,Saratoga,New York,93547,2,3.3,5.1,6.6,10.7,15.5,12.5,21,13.1,10.1,89932,105941,16009,Very High
0500000US36093,Schenectady,New York,62534,4.4,4.4,7.3,9.3,11.4,18.7,11.3,19.4,7.2,6.6,65773,85444,19671,High
0500000US36101,Steuben,New York,39283,6.2,5.1,12.6,10.5,12.5,17.7,11.7,17,3.2,3.5,52951,70353,17402,Very Low
0500000US36103,Suffolk,New York,499744,2.9,1.9,4.5,4.7,7.5,13.1,12,21.1,13.3,18.9,106228,138724,32496,Very High
0500000US36105,Sullivan,New York,28960,8.5,6,7.6,8.9,11.3,17.8,13.5,15.3,6.9,4.3,60137,75269,15132,Middle
0500000US36109,Tompkins,New York,40322,10.1,3.4,8.5,8.9,12.9,18,9.3,13.5,5.8,9.6,58626,92501,33875,Low
0500000US36111,Ulster,New York,69376,5.8,4.6,9.5,7.8,11.7,15.7,13,16.5,8.5,6.9,64087,87755,23668,Middle
0500000US36113,Warren,New York,29593,5.2,4.9,7.3,9.7,12.9,18.2,11.6,15.4,7.4,7.4,64985,83323,18338,Middle
0500000US36117,Wayne,New York,36634,7.1,4.9,7.3,11.1,11.2,17.6,14.5,16.3,4.9,5.2,61730,80472,18742,Middle
0500000US36119,Westchester,New York,355136,5.4,3.2,4.5,5.1,8.1,11.3,10.9,16.8,9.6,25,101908,160616,58708,Very High
0500000US37001,Alamance,North Carolina,64316,6.1,6.6,8.1,10.9,12,21.1,14.6,12,4.4,4.1,58490,71555,13065,Low
0500000US37019,Brunswick,North Carolina,58385,4.8,4.6,5.7,9.6,13.1,19.8,14.6,16.7,5.6,5.4,63668,84495,20827,Middle
0500000US37021,Buncombe,North Carolina,106741,4,5.1,12.1,10.5,13.2,19.1,12.6,12.6,5.4,5.3,54970,77162,22192,Very Low
0500000US37023,Burke,North Carolina,36634,6.2,4.9,13.2,11.9,15.9,22.1,9.8,10.9,2.6,2.4,47361,61903,14542,Very Low
0500000US37025,Cabarrus,North Carolina,68798,4.2,3.4,6.6,6.5,12.6,18.5,14.2,16.6,7.6,9.9,72333,94073,21740,High
0500000US37027,Caldwell,North Carolina,32513,4.1,5.4,12.3,15.1,15.2,17.9,15.2,10.6,3.1,1.2,48737,60360,11623,Very Low
0500000US37031,Carteret,North Carolina,28962,6.7,3.4,8.5,10.5,14.2,17.8,12.3,15.1,6.9,4.6,60186,81705,21519,Middle
0500000US37035,Catawba,North Carolina,62417,9.8,3.6,9.1,9.9,15.6,19.4,12.1,12.4,3.3,4.9,52436,72498,20062,Very Low
0500000US37037,Chatham,North Carolina,30674,2.1,4.5,12.7,6.4,13.3,16.5,11.5,15.1,7.2,10.8,66857,99098,32241,High
0500000US37045,Cleveland,North Carolina,30599,9.6,6.2,12.6,11,14.9,18.8,11.6,9.2,3.4,2.6,44987,62849,17862,Very Low
0500000US37049,Craven,North Carolina,42221,5,3.4,11.2,16.1,12.8,15,12.2,16,4,4.3,52832,71562,18730,Very Low
0500000US37051,Cumberland,North Carolina,128135,9,5.1,10.8,11.7,17.9,17.6,11.2,11.3,3.2,2.3,46292,61315,15023,Very Low
0500000US37057,Davidson,North Carolina,69938,7.6,4.5,10.2,13.4,11.7,20.3,13.4,11.9,3.9,3.1,53473,65792,12319,Very Low
0500000US37063,Durham,North Carolina,131140,5.9,3.7,6.5,9.3,13.3,17.1,14.4,15,7.1,7.8,65317,86730,21413,High
0500000US37067,Forsyth,North Carolina,148151,7.7,4.4,12,10.9,13.1,17.4,12.5,11.9,4.9,5.2,52017,74136,22119,Very Low
0500000US37069,Franklin,North Carolina,26720,3.8,3.7,7.8,6.5,19.2,21.3,14.6,14.1,6.7,2.3,57099,71093,13994,Low
0500000US37071,Gaston,North Carolina,85705,5.2,5.6,10.5,9.7,13.9,18.7,12.7,15.2,4.9,3.6,56595,73164,16569,Low
0500000US37081,Guilford,North Carolina,206950,7.4,4.6,9.6,9.8,14.8,17,12.4,13.9,5.3,5.3,55328,78134,22806,Low
0500000US37085,Harnett,North Carolina,46416,6.3,5.6,12.3,10.6,10.7,19.7,15.1,13.9,3.6,2.3,55753,64066,8313,Low
0500000US37089,Henderson,North Carolina,51115,2.8,4.9,10.6,9.5,12.7,20.6,15.5,13.7,4.8,4.8,62131,77779,15648,Middle
0500000US37097,Iredell,North Carolina,68145,3.1,3.4,8.4,9.6,10.9,19,15.1,15.8,6.6,8.2,68660,90976,22316,High
0500000US37101,Johnston,North Carolina,73567,7.1,3.7,8.4,8,14.5,15.7,13,18.4,5.1,6.2,60951,82143,21192,Middle
0500000US37109,Lincoln,North Carolina,34418,4.8,4.8,4.9,11.7,11.1,17.8,13.1,12.7,12.1,6.9,71514,89203,17689,High
0500000US37119,Mecklenburg,North Carolina,426313,4.5,3.4,6.5,8.2,12.9,18.5,13.1,15.2,6.9,10.9,69072,102553,33481,High
0500000US37125,Moore,North Carolina,41530,5.2,3.3,10.7,8.7,10.8,20.3,14.4,14.5,6.4,5.6,62469,82882,20413,Middle
0500000US37127,Nash,North Carolina,37574,7.8,6,11.5,10.1,13.5,21.5,10.5,13.6,3.3,2.2,50656,67195,16539,Very Low
0500000US37129,New Hanover,North Carolina,100189,7.1,4.3,10.1,7.9,15.4,16.5,10.5,14.8,6.1,7.3,56382,82471,26089,Low
0500000US37133,Onslow,North Carolina,63604,8.4,1.9,11.4,10.1,18.8,19.9,11.5,10.9,5.1,2,49544,67207,17663,Very Low
0500000US37135,Orange,North Carolina,55259,8.7,3.1,5.1,7.5,12.2,13.8,10.8,15,9.7,14,74299,110759,36460,High
0500000US37147,Pitt,North Carolina,70926,8.5,5.4,10.7,8.5,13,21.1,11.1,13.2,4,4.4,53401,72458,19057,Very Low
0500000US37151,Randolph,North Carolina,56117,6.6,5.6,12.2,9.7,16.3,21.9,13.6,10,3.2,0.9,49742,59175,9433,Very Low
0500000US37155,Robeson,North Carolina,46272,16.3,9.6,13.1,10.9,16.1,14.5,8.9,7.3,2.3,1,35035,48129,13094,Very Low
0500000US37157,Rockingham,North Carolina,38462,7.8,10.2,13.4,10.5,14.5,19.1,12,8.5,2.1,1.8,43230,53588,10358,Very Low
0500000US37159,Rowan,North Carolina,55241,4.4,5.5,13.6,9.8,14.5,21.5,12.8,11.4,3.7,2.8,51927,65593,13666,Very Low
0500000US37161,Rutherford,North Carolina,27970,4.3,8,13.5,12.8,17.5,18.3,10.4,9.1,2.1,3.9,44361,63090,18729,Very Low
0500000US37171,Surry,North Carolina,28408,9.8,5.7,15.8,7.8,11.5,17.7,13.7,14,1.5,2.6,49250,61869,12619,Very Low
0500000US37179,Union,North Carolina,77954,3.3,2.1,6,6.2,9.7,16.7,13.3,18.8,9.5,14.5,85985,113242,27257,Very High
0500000US37183,Wake,North Carolina,419361,3.6,2.1,6,7.2,10.3,15.6,13.1,19.1,11.2,11.8,84215,111123,26908,Very High
0500000US37191,Wayne,North Carolina,48482,8.6,5.9,8.9,13.2,19.7,17.3,13.9,8.2,2.6,1.8,44596,59250,14654,Very Low
0500000US37193,Wilkes,North Carolina,28376,7.8,4.1,17.1,10.6,15.4,16.3,11.3,12.8,3.5,1.2,43290,59466,16176,Very Low
0500000US37195,Wilson,North Carolina,32384,13.5,9.3,12.9,9.7,13.1,13.1,8.7,12.6,4.5,2.6,38830,59009,20179,Very Low
0500000US38015,Burleigh,North Dakota,38438,4,4.8,6.5,6.7,11.7,18.1,12.6,21.2,6.5,8,72494,96490,23996,High
0500000US38017,Cass,North Dakota,78736,6.2,5,7.5,9.3,11.9,18.8,13.2,14.9,6.1,7.2,62218,84236,22018,Middle
0500000US38035,Grand Forks,North Dakota,31506,7.1,4.5,11.8,13.3,7.4,20.5,12.8,14.2,3.9,4.5,56622,72083,15461,Low
0500000US38101,Ward,North Dakota,28908,3.5,3.6,6.2,8.4,15,15.6,18.1,20.4,5,4.5,71415,85522,14107,High
0500000US39003,Allen,Ohio,40460,5.4,3.7,8.8,10.6,14.8,21.5,17.4,12.7,2.5,2.6,60429,67471,7042,Middle
0500000US39007,Ashtabula,Ohio,39490,7.5,5.2,13.5,14.3,12.2,20.6,11.1,10,3.4,2.2,44580,65566,20986,Very Low
0500000US39009,Athens,Ohio,22659,10.7,7.7,10.3,13.3,11.8,16.5,10,12.8,4.6,2.2,41851,62186,20335,Very Low
0500000US39013,Belmont,Ohio,25651,6.3,5.4,8.9,12,17.6,20.8,9,12.1,3.7,4.2,49780,67033,17253,Very Low
0500000US39017,Butler,Ohio,140141,6.3,3.2,7.5,7.4,11.1,18,15,15.7,9,6.8,68584,88973,20389,High
0500000US39023,Clark,Ohio,54406,7.7,4.3,10.1,13,14.6,18.7,12.4,12.3,4.5,2.3,50128,66192,16064,Very Low
0500000US39025,Clermont,Ohio,80041,3.9,3.4,8.5,6.4,13.2,18.2,11.8,18.5,8.3,7.7,67744,92601,24857,High
0500000US39029,Columbiana,Ohio,40560,7.3,5.5,9.7,10.5,12.4,21.8,14.6,14.2,2.5,1.5,53542,63169,9627,Very Low
0500000US39035,Cuyahoga,Ohio,549471,8.5,5.7,10.4,9.9,12.9,18.2,11.7,12.6,4.8,5.4,52423,75382,22959,Very Low
0500000US39041,Delaware,Ohio,73290,2.2,1.1,5.7,5.4,7.7,11.4,11.8,22.2,12.9,19.6,107854,135296,27442,Very High
0500000US39043,Erie,Ohio,30308,6.8,2.9,7.5,8.7,14.8,19.2,16.1,16.5,4.7,2.7,60653,81492,20839,Middle
0500000US39045,Fairfield,Ohio,59031,2.8,3,8,9.4,10.2,19.3,13.8,19.2,7.3,7,71469,89741,18272,High
0500000US39049,Franklin,Ohio,522383,5.4,3.3,9,8.2,12.1,19.5,12.7,16,7.1,6.7,64713,87764,23051,Middle
0500000US39055,Geauga,Ohio,35439,2.5,2.3,5.6,10.1,10.4,17.5,13.3,18.9,9.1,10.3,77391,104403,27012,Very High
0500000US39057,Greene,Ohio,66154,4.1,2.8,8.2,9.6,13.3,16.3,13.7,15.6,8.5,7.7,67394,90009,22615,High
0500000US39061,Hamilton,Ohio,347235,7.7,4.2,9.9,8.8,10.7,16.8,11.2,15.5,6.9,8.4,60198,89581,29383,Middle
0500000US39063,Hancock,Ohio,32490,4.4,2.9,10.2,9.1,15.1,17.7,14.1,13.7,6.9,5.9,60944,85029,24085,Middle
0500000US39081,Jefferson,Ohio,27515,9.6,6,11,7.9,17.6,17.4,11.8,13.1,3.9,1.7,47445,61257,13812,Very Low
0500000US39085,Lake,Ohio,96967,2.8,4,8.3,8.3,14,20.3,15.5,16.4,6.2,4.2,64076,79074,14998,Middle
0500000US39089,Licking,Ohio,66604,4.7,4.1,7.9,9.4,10.4,19.4,13.1,17.6,6.5,6.9,66013,88327,22314,High
0500000US39093,Lorain,Ohio,120299,6.6,5.7,9.1,9.5,12.3,17.7,13.4,14.8,5.4,5.5,58686,77894,19208,Low
0500000US39095,Lucas,Ohio,182105,10.4,4.6,11,11.6,13,16.8,11.2,12.4,5.1,3.8,49448,70287,20839,Very Low
0500000US39099,Mahoning,Ohio,100057,8.3,6.6,11.5,12.2,13.8,16.6,12.8,11.9,3.1,3.2,47170,63363,16193,Very Low
0500000US39101,Marion,Ohio,25013,7,6.7,7.9,11.6,16.2,19.7,12.1,10.7,3.6,4.6,50608,75598,24990,Very Low
0500000US39103,Medina,Ohio,70450,3.2,2,5.7,7.6,12.5,17.9,13.4,20.8,8.8,8,76468,97415,20947,Very High
0500000US39109,Miami,Ohio,41273,4,3.7,10.5,8.7,12.8,18.7,13.9,18.4,5,4.2,62451,80018,17567,Middle
0500000US39113,Montgomery,Ohio,224831,7.2,4,10.9,10.8,13.1,18.6,13.8,13.7,4.1,3.8,54537,72781,18244,Very Low
0500000US39119,Muskingum,Ohio,33342,7.1,5,10.3,13.6,12.7,19.2,14.2,11.3,4.3,2.3,51844,65255,13411,Very Low
0500000US39133,Portage,Ohio,61018,6.1,4,10,8.6,15.5,18.8,12.4,15.7,5,4,56679,74539,17860,Low
0500000US39139,Richland,Ohio,49812,6.2,3.6,13.1,10,14.9,21.8,15.2,10.9,2.6,1.6,51783,65660,13877,Very Low
0500000US39141,Ross,Ohio,28365,7.9,5.9,9.5,13.9,8.9,17.8,16.9,12.7,3.4,3.3,55717,70298,14581,Low
0500000US39145,Scioto,Ohio,29319,9.9,8.8,10.6,8.1,15.5,14.4,15.9,10.7,3.9,2.3,45571,60213,14642,Very Low
0500000US39151,Stark,Ohio,154280,6.1,4.6,10.5,10.2,14.3,19.9,12.4,14.1,4.2,3.8,55499,71726,16227,Low
0500000US39153,Summit,Ohio,224629,6.8,4.2,9.4,11,13.2,18.3,12.2,12.7,5.9,6.2,57364,82501,25137,Low
0500000US39155,Trumbull,Ohio,84159,7.9,6.5,10.6,11.5,16.2,21.7,10.1,9.5,2.8,3.2,47087,63876,16789,Very Low
0500000US39157,Tuscarawas,Ohio,36788,6,4.1,10.2,11.8,13.8,22.4,14.4,12.9,1.9,2.5,53616,66584,12968,Very Low
0500000US39165,Warren,Ohio,84460,2.2,1.7,4.2,3.8,10.4,18.2,14.4,19,11.4,14.7,90837,123325,32488,Very High
0500000US39169,Wayne,Ohio,44589,4.6,5.4,7.2,11.8,13.6,21.5,13.4,14.7,4.3,3.5,57458,72370,14912,Low
0500000US39173,Wood,Ohio,51353,5.3,3.4,8.8,8.9,11.6,19.9,14.8,12.4,8.5,6.3,63791,82303,18512,Middle
0500000US40017,Canadian,Oklahoma,46005,3.6,1.9,5.4,9.6,11.7,18.6,18.8,18.7,6.5,5.2,73635,86545,12910,High
0500000US40027,Cleveland,Oklahoma,108673,6.5,3.1,7.8,8.1,11.9,19.3,13.5,18.8,6.2,4.7,64290,83314,19024,Middle
0500000US40031,Comanche,Oklahoma,41843,6.3,5.6,10.3,10.9,15.5,18.9,12.2,15.2,3.1,2,51300,66189,14889,Very Low
0500000US40037,Creek,Oklahoma,26561,5.6,5.6,10,10.8,13.3,19.9,14.5,11.4,4.9,3.9,54969,71024,16055,Very Low
0500000US40101,Muskogee,Oklahoma,26842,8.8,7.5,10.9,15.1,13.5,17.7,8.9,12,2.9,2.7,42450,64738,22288,Very Low
0500000US40109,Oklahoma,Oklahoma,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low
0500000US40119,Payne,Oklahoma,31788,13.9,5,13.9,10.1,16.4,14.2,12,8.4,2.5,3.4,41272,57813,16541,Very Low
0500000US40125,Pottawatomie,Oklahoma,25655,6.7,6.3,12.4,7.2,12.6,22.3,12.6,12.9,4.4,2.5,53511,69393,15882,Very Low
0500000US40131,Rogers,Oklahoma,35531,3.7,3.6,7.3,7.2,12.5,23,15,16.4,6.3,5.1,66132,83199,17067,High
0500000US40143,Tulsa,Oklahoma,255352,6.6,4,9.5,10.1,13.3,18.3,12.1,13.4,5.7,7,57483,84293,26810,Low
0500000US40145,Wagoner,Oklahoma,29837,3.1,4,9,8.2,12.5,20.5,14.7,16.4,6.9,4.8,64319,83348,19029,Middle
0500000US41003,Benton,Oregon,37378,8.8,4.3,5.6,8.6,8.4,17.2,12.7,17.5,10.7,6.2,70835,88001,17166,High
0500000US41005,Clackamas,Oregon,161295,4.2,2.4,5.1,7,10.8,17.7,13.2,18.8,9.7,11.1,80294,106184,25890,Very High
0500000US41017,Deschutes,Oregon,76528,6.8,2.4,4.9,8.5,12.2,16.5,15.3,17.7,7.9,7.6,71643,91480,19837,High
0500000US41019,Douglas,Oregon,46186,5.2,3.1,9.9,14.2,19.2,20,12.3,9.9,4,2.2,48585,63462,14877,Very Low
0500000US41029,Jackson,Oregon,87800,6.7,4.8,9.4,10.3,14.4,17.1,14.2,13.3,4.9,4.9,56450,73949,17499,Low
0500000US41033,Josephine,Oregon,35206,5,3.4,15.3,10.5,17.9,19.8,10.5,12,3.1,2.6,47573,63233,15660,Very Low
0500000US41035,Klamath,Oregon,29357,6.8,6.9,10.8,9.1,11.8,22.6,11.8,13,4.9,2.4,56348,68806,12458,Low
0500000US41039,Lane,Oregon,155696,6.2,5.1,10.2,10,13.6,17.4,13.2,14.7,5.1,4.5,57325,77180,19855,Low
