year,month,day,event_type,sub_event_type,state,county,city,latitude,longitude,fatalities
2020,6,1,Protests,Protest with intervention,California,Orange,Anaheim,33.837,-117.914,0
2020,6,1,Riots,Violent demonstration,Texas,Tarrant,Arlington,32.736,-97.108,0
2020,6,1,Riots,Violent demonstration,North Carolina,Buncombe,Asheville,35.601,-82.554,0
2020,6,1,Riots,Violent demonstration,California,Kern,Bakersfield,35.373,-119.019,0
2020,6,1,Protests,Protest with intervention,Louisiana,East Baton Rouge,Baton Rouge,30.447,-91.189,0
2020,6,1,Protests,Peaceful protest,California,Solano,Benicia,38.063,-122.156,0
2020,6,1,Strategic developments,Change to group/activity,Alabama,Montgomery,Montgomery,32.376,-86.31,0
2020,6,1,Protests,Peaceful protest,South Carolina,Kershaw,Camden,34.247,-80.607,0
2020,6,1,Protests,Peaceful protest,South Carolina,Charleston,Charleston,32.777,-79.931,0
2020,6,1,Protests,Peaceful protest,California,Los Angeles,Claremont,34.096,-117.72,0
2020,6,1,Protests,Protest with intervention,California,Contra Costa,Clayton,37.941,-121.937,0
2020,6,1,Protests,Peaceful protest,South Carolina,Richland,Columbia,34,-81.033,0
2020,6,1,Protests,Excessive force against protesters,Texas,Dallas,Dallas,32.779,-96.8,0
2020,6,1,Riots,Violent demonstration,North Carolina,Durham,Durham,35.994,-78.899,0
2020,6,1,Riots,Violent demonstration,California,San Mateo,East Palo Alto,37.469,-122.141,0
2020,6,1,Protests,Peaceful protest,California,San Diego,Escondido,33.12,-117.094,0
2020,6,1,Protests,Peaceful protest,California,Solano,Fairfield,38.249,-122.041,0
2020,6,1,Protests,Peaceful protest,New Mexico,San Juan,Farmington,36.728,-108.219,0
2020,6,1,Protests,Protest with intervention,North Carolina,Cumberland,Fayetteville,35.053,-78.878,0
2020,6,1,Protests,Peaceful protest,Texas,Tarrant,Fort Worth,32.725,-97.321,0
2020,6,1,Protests,Peaceful protest,Texas,Collin,Frisco,33.151,-96.824,0
2020,6,1,Protests,Protest with intervention,Hawaii,Maui,Kahului,20.889,-156.473,0
2020,6,1,Protests,Peaceful protest,Tennessee,Knox,Knoxville,35.96,-83.922,0
2020,6,1,Protests,Peaceful protest,Texas,Webb,Laredo,27.504,-99.507,0
2020,6,1,Riots,Violent demonstration,Nevada,Clark,Las Vegas,36.175,-115.137,1
2020,6,1,Riots,Violent demonstration,California,Los Angeles,Los Angeles,34.043,-118.25,0
2020,6,1,Protests,Peaceful protest,Texas,Lubbock,Lubbock,33.578,-101.855,0
2020,6,1,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0
2020,6,1,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0
2020,6,1,Protests,Peaceful protest,California,San Mateo,Menlo Park,37.454,-122.182,0
2020,6,1,Protests,Peaceful protest,California,Santa Clara,Mountain View,37.386,-122.084,0
2020,6,1,Protests,Peaceful protest,Tennessee,Rutherford,Murfreesboro,35.846,-86.39,0
2020,6,1,Protests,Peaceful protest,California,Napa,Napa,38.297,-122.287,0
2020,6,1,Protests,Peaceful protest,Tennessee,Davidson,Nashville,36.166,-86.784,0
2020,6,1,Riots,Violent demonstration,California,Alameda,Oakland,37.804,-122.271,0
2020,6,1,Protests,Peaceful protest,California,Riverside,Palm Desert,33.721,-116.374,0
2020,6,1,Protests,Peaceful protest,California,Santa Clara,Palo Alto,37.442,-122.145,0
2020,6,1,Protests,Peaceful protest,South Carolina,Georgetown,Pawleys Island,33.433,-79.121,0
2020,6,1,Riots,Violent demonstration,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,1,Protests,Protest with intervention,North Carolina,Wake,Raleigh,35.781,-78.639,0
2020,6,1,Protests,Peaceful protest,California,Placer,Roseville,38.752,-121.289,0
2020,6,1,Riots,Violent demonstration,California,San Diego,San Diego,32.717,-117.166,0
2020,6,1,Protests,Peaceful protest,California,Santa Clara,San Jose,37.334,-121.891,0
2020,6,1,Protests,Peaceful protest,Louisiana,Caddo,Shreveport,32.525,-93.75,0
2020,6,1,Protests,Peaceful protest,Louisiana,Caddo,Shreveport,32.525,-93.75,0
2020,6,1,Protests,Peaceful protest,South Carolina,Dorchester,Summerville,33.019,-80.176,0
2020,6,1,Protests,Peaceful protest,Arizona,Pima,Tucson,32.222,-110.926,0
2020,6,1,Protests,Peaceful protest,California,Tulare,Tulare,36.208,-119.347,0
2020,6,1,Protests,Peaceful protest,Alabama,Tuscaloosa,Tuscaloosa,33.21,-87.569,0
2020,6,1,Protests,Peaceful protest,Texas,Victoria,Victoria,28.805,-97.004,0
2020,6,1,Protests,Peaceful protest,Indiana,Lake,Crown Point,41.417,-87.365,0
2020,6,1,Riots,Violent demonstration,Maine,Cumberland,Portland,43.657,-70.259,0
2020,6,1,Protests,Protest with intervention,Maryland,Baltimore City,Baltimore,39.29,-76.612,0
2020,6,1,Protests,Peaceful protest,Alaska,Bethel,Bethel,60.792,-161.756,0
2020,6,1,Protests,Peaceful protest,Idaho,Kootenai,Coeur d'Alene,47.678,-116.78,0
2020,6,1,Protests,Peaceful protest,Colorado,El Paso,Colorado Springs,38.834,-104.821,0
2020,6,1,Protests,Protest with intervention,Ohio,Franklin,Columbus,39.961,-82.999,0
2020,6,1,Protests,Protest with intervention,Colorado,Denver,Denver,39.739,-104.991,0
2020,6,1,Protests,Peaceful protest,Indiana,Allen,Fort Wayne,41.081,-85.139,0
2020,6,1,Protests,Peaceful protest,Alaska,Haines,Haines,59.236,-135.445,0
2020,6,1,Protests,Peaceful protest,Virginia,Harrisonburg,Harrisonburg,38.45,-78.869,0
2020,6,1,Protests,Protest with intervention,Indiana,Marion,Indianapolis,39.769,-86.158,0
2020,6,1,Protests,Peaceful protest,Alaska,Kodiak Island,Kodiak,57.788,-152.405,0
2020,6,1,Protests,Peaceful protest,Michigan,Ingham,Lansing,42.734,-84.555,0
2020,6,1,Riots,Violent demonstration,Kentucky,Fayette,Lexington,38.041,-84.504,0
2020,6,1,Protests,Protest with intervention,Kentucky,Jefferson,Louisville,38.254,-85.759,0
2020,6,1,Protests,Peaceful protest,Oregon,Jackson,Medford,42.327,-122.876,0
2020,6,1,Protests,Peaceful protest,Connecticut,New Haven,Milford,41.225,-73.058,0
2020,6,1,Riots,Violent demonstration,New York,Bronx,New York-Bronx,40.845,-73.865,0
2020,6,1,Protests,Peaceful protest,New York,Kings,New York-Brooklyn,40.69,-73.986,0
2020,6,1,Riots,Violent demonstration,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,1,Riots,Violent demonstration,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
2020,6,1,Riots,Violent demonstration,Oregon,Multnomah,Portland,45.523,-122.676,0
2020,6,1,Protests,Peaceful protest,Colorado,Pueblo,Pueblo,38.254,-104.611,0
2020,6,1,Protests,Peaceful protest,South Dakota,Pennington,Rapid City,44.076,-103.228,0
2020,6,1,Protests,Protest with intervention,Virginia,Richmond,Richmond,37.539,-77.434,0
2020,6,1,Riots,Violent demonstration,Missouri,Saint Louis City,St. Louis,38.627,-90.191,1
2020,6,1,Protests,Peaceful protest,Minnesota,Ramsey,Saint Paul,44.951,-93.095,0
2020,6,1,Riots,Violent demonstration,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0
2020,6,1,Riots,Violent demonstration,Washington,King,Seattle,47.606,-122.333,0
2020,6,1,Protests,Peaceful protest,Alaska,Sitka,Sitka,57.053,-135.331,0
2020,6,1,Protests,Peaceful protest,Washington,Spokane,Spokane,47.66,-117.429,0
2020,6,1,Protests,Protest with intervention,Indiana,Vigo,Terre Haute,39.467,-87.414,0
2020,6,1,Riots,Violent demonstration,Oklahoma,Tulsa,Tulsa,36.154,-95.993,0
2020,6,1,Protests,Peaceful protest,Illinois,Champaign,Urbana,40.11,-88.204,0
2020,6,1,Protests,Protest with intervention,Virginia,Virginia Beach,Virginia Beach,36.853,-75.978,0
2020,6,1,Strategic developments,Change to group/activity,Virginia,Virginia Beach,Virginia Beach,36.853,-75.978,0
2020,6,1,Protests,Peaceful protest,Ohio,Trumbull,Warren,41.238,-80.818,0
2020,6,1,Riots,Violent demonstration,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0
2020,6,1,Protests,Peaceful protest,Washington,Chelan,Wenatchee,47.423,-120.31,0
2020,6,1,Protests,Peaceful protest,Virginia,Williamsburg,Williamsburg,37.271,-76.707,0
2020,6,1,Protests,Peaceful protest,Kentucky,Madison,Berea,37.569,-84.296,0
2020,6,1,Protests,Peaceful protest,Florida,Lee,Fort Myers,26.622,-81.841,0
2020,6,1,Protests,Peaceful protest,Georgia,Hall,Gainesville,34.298,-83.824,0
2020,6,1,Protests,Peaceful protest,Georgia,Cobb,Marietta,33.953,-84.55,0
2020,6,1,Protests,Peaceful protest,New York,Saint Lawrence,Massena,44.931,-74.893,0
2020,6,1,Protests,Peaceful protest,Maine,Lincoln,Newcastle,44.035,-69.536,0
2020,6,1,Protests,Peaceful protest,New York,Saint Lawrence,Ogdensburg,44.698,-75.492,0
2020,6,1,Protests,Peaceful protest,New York,Saint Lawrence,Potsdam,44.67,-74.981,0
2020,6,1,Protests,Peaceful protest,Florida,St. Johns,Saint Augustine,29.895,-81.314,0
2020,6,1,Protests,Peaceful protest,New York,Onondaga,Syracuse,43.048,-76.147,0
2020,6,1,Protests,Peaceful protest,California,Humboldt,Arcata,40.867,-124.082,0
2020,6,1,Protests,Peaceful protest,Texas,El Paso,El Paso,31.762,-106.485,0
2020,6,1,Protests,Peaceful protest,Colorado,Garfield,Glenwood Springs,39.55,-107.325,0
2020,6,1,Protests,Peaceful protest,Nebraska,Hall,Grand Island,40.925,-98.342,0
2020,6,1,Protests,Peaceful protest,Alaska,Kenai Peninsula,Homer,59.642,-151.549,0
2020,6,1,Protests,Peaceful protest,Washington,King,Kirkland,47.681,-122.209,0
2020,6,1,Protests,Peaceful protest,Montana,Missoula,Missoula,46.872,-113.994,0
2020,6,1,Protests,Peaceful protest,Ohio,Knox,Mount Vernon,40.393,-82.486,0
2020,6,1,Protests,Peaceful protest,California,Butte,Oroville,39.514,-121.557,0
2020,6,1,Protests,Peaceful protest,California,Tehama,Red Bluff,40.178,-122.236,0
2020,6,1,Protests,Peaceful protest,Alaska,Skagway,Skagway,59.458,-135.314,0
2020,6,1,Riots,Violent demonstration,Kansas,Shawnee,Topeka,39.048,-95.678,0
2020,6,1,Protests,Peaceful protest,Texas,Smith,Tyler,32.351,-95.301,0
2020,6,1,Protests,Peaceful protest,California,Yolo,Woodland,38.678,-121.774,0
2020,6,1,Protests,Peaceful protest,North Carolina,Lenoir,Kinston,35.263,-77.582,0
2020,6,1,Riots,Violent demonstration,New York,Westchester,Yonkers,40.931,-73.899,0
2020,6,1,Protests,Peaceful protest,New York,Dutchess,Beacon,41.505,-73.97,0
2020,6,1,Protests,Peaceful protest,Colorado,Larimer,Fort Collins,40.585,-105.085,0
2020,6,1,Protests,Peaceful protest,Connecticut,Fairfield,Greenwich,41.026,-73.628,0
2020,6,1,Protests,Peaceful protest,New Jersey,Hudson,Jersey City,40.718,-74.041,0
2020,6,1,Protests,Peaceful protest,New York,Orange,Middletwon,41.446,-74.423,0
2020,6,1,Protests,Peaceful protest,New York,Ulster,New Paltz,41.748,-74.087,0
2020,6,1,Protests,Protest with intervention,Nebraska,Douglas,Omaha,41.257,-95.934,0
2020,6,1,Protests,Peaceful protest,Oregon,Umatilla,Pendleton,45.672,-118.789,0
2020,6,1,Protests,Peaceful protest,Wyoming,Fremont,Riverton,43.025,-108.38,0
2020,6,1,Protests,Peaceful protest,Connecticut,Fairfield,Westport,41.142,-73.358,0
2020,6,1,Protests,Peaceful protest,Idaho,Ada,Boise,43.619,-116.2,0
2020,6,1,Riots,Violent demonstration,New York,Erie,Buffalo,42.886,-78.878,0
2020,6,1,Riots,Violent demonstration,New Jersey,Monmouth,Asbury Park,40.22,-74.012,0
2020,6,1,Protests,Peaceful protest,Oregon,Umatilla,Hermiston,45.84,-119.289,0
2020,6,1,Protests,Protest with intervention,Massachusetts,Dukes,Tisbury,41.454,-70.604,0
2020,6,1,Protests,Peaceful protest,New York,Ulster,Wawarsing,41.759,-74.357,0
2020,6,1,Protests,Protest with intervention,Ohio,Stark,Canton,40.799,-81.378,0
2020,6,1,Riots,Violent demonstration,Illinois,Cook,Cicero,41.845,-87.756,2
2020,6,1,Protests,Protest with intervention,Ohio,Hamilton,Cincinnati,39.127,-84.514,0
2020,6,1,Protests,Peaceful protest,Ohio,Cuyahoga,Cleveland,41.482,-81.67,0
2020,6,1,Protests,Peaceful protest,Washington,Kittitas,Ellensburg,46.996,-120.548,0
2020,6,1,Riots,Violent demonstration,Iowa,Johnson,Iowa City,41.661,-91.53,0
2020,6,1,Protests,Peaceful protest,Ohio,Lorain,Lorain,41.453,-82.182,0
2020,6,1,Riots,Violent demonstration,Wisconsin,Dane,Madison,43.075,-89.384,0
2020,6,1,Protests,Peaceful protest,Michigan,Marquette,Marquette,46.546,-87.407,0
2020,6,1,Protests,Peaceful protest,Wisconsin,Milwaukee,Milwaukee,43.038,-87.906,0
2020,6,1,Riots,Violent demonstration,California,Riverside,Riverside,33.986,-117.353,0
2020,6,1,Protests,Peaceful protest,Missouri,Buchanan,Saint Joseph,39.767,-94.848,0
2020,6,1,Protests,Protest with intervention,California,San Luis Obispo,San Luis Obispo,35.283,-120.659,0
2020,6,1,Protests,Protest with intervention,California,Los Angeles,Santa Monica,34.019,-118.496,0
2020,6,1,Protests,Peaceful protest,Illinois,Sangamon,Springfield,39.782,-89.648,0
2020,6,1,Protests,Peaceful protest,Michigan,Oakland,Troy,42.606,-83.15,0
2020,6,1,Protests,Peaceful protest,Missouri,Johnson,Warrensburg,38.763,-93.736,0
2020,6,1,Protests,Peaceful protest,Wisconsin,Waukesha,Waukesha,43.012,-88.231,0
2020,6,1,Protests,Peaceful protest,Washington,Yakima,Yakima,46.602,-120.505,0
2020,6,1,Protests,Protest with intervention,Georgia,Fulton,Atlanta,33.756,-84.39,0
2020,6,1,Protests,Peaceful protest,Nebraska,Lancaster,Lincoln,40.808,-96.7,0
2020,6,1,Strategic developments,Change to group/activity,North Carolina,Wake,Raleigh,35.781,-78.639,0
2020,6,1,Protests,Peaceful protest,California,Merced,Gustine,37.258,-120.999,0
2020,6,1,Protests,Protest with intervention,Iowa,Polk,Des Moines,41.586,-93.623,0
2020,6,1,Riots,Violent demonstration,Alabama,Montgomery,Montgomery,32.376,-86.31,0
2020,6,1,Protests,Protest with intervention,Oregon,Marion,Salem,44.938,-123.03,0
2020,6,1,Protests,Peaceful protest,Illinois,DuPage,Naperville,41.748,-88.166,0
2020,6,1,Protests,Peaceful protest,Texas,Denton,Little Elm,33.163,-96.938,0
2020,6,1,Riots,Violent demonstration,Indiana,Tippecanoe,LaFayette,40.417,-86.875,0
2020,6,1,Riots,Violent demonstration,Missouri,Boone,Columbia,38.952,-92.334,0
2020,6,1,Protests,Peaceful protest,Missouri,Cole,Jefferson City,38.579,-92.173,0
2020,6,1,Protests,Peaceful protest,Wisconsin,Outagamie,Appleton,44.262,-88.415,0
2020,6,1,Protests,Peaceful protest,Georgia,Whitfield,Dalton,34.77,-84.97,0
2020,6,1,Protests,Peaceful protest,Iowa,Dubuque,Dubuque,42.5,-90.665,0
2020,6,1,Protests,Peaceful protest,Missouri,Saint Charles,O'Fallon,38.811,-90.7,0
2020,6,1,Protests,Peaceful protest,Ohio,Franklin,Hilliard,40.033,-83.158,0
2020,6,1,Protests,Peaceful protest,Ohio,Licking,Pataskala,39.996,-82.674,0
2020,6,1,Protests,Peaceful protest,Oregon,Lane,Eugene,44.052,-123.087,0
2020,6,1,Protests,Protest with intervention,California,Sacramento,Sacramento,38.58,-121.496,0
2020,6,1,Protests,Peaceful protest,California,San Joaquin,Stockton,37.959,-121.298,0
2020,6,1,Protests,Peaceful protest,California,Kern,Ridgecrest,35.635,-117.678,0
2020,6,1,Protests,Peaceful protest,California,Imperial,El Centro,32.792,-115.563,0
2020,6,1,Protests,Peaceful protest,California,Los Angeles,La Crescenta-Montrose,34.228,-118.239,0
2020,6,1,Protests,Peaceful protest,California,Los Angeles,Monrovia,34.145,-118.002,0
2020,6,1,Protests,Peaceful protest,California,Orange,Irvine,33.685,-117.827,0
2020,6,1,Protests,Peaceful protest,California,Orange,San Clemente,33.427,-117.612,0
2020,6,1,Protests,Peaceful protest,California,San Bernardino,Barstow,34.898,-117.02,0
2020,6,1,Protests,Peaceful protest,California,San Diego,Ramona,33.042,-116.868,0
2020,6,1,Protests,Peaceful protest,California,Placer,Auburn,38.897,-121.077,0
2020,6,1,Riots,Violent demonstration,California,Los Angeles,Glendale,34.142,-118.255,0
2020,6,1,Protests,Peaceful protest,Alabama,Calhoun,Anniston,33.671,-85.814,0
2020,6,1,Protests,Protest with intervention,Alabama,Madison,Huntsville,34.729,-86.585,0
2020,6,1,Protests,Peaceful protest,Arkansas,Craighead,Jonesboro,35.842,-90.704,0
2020,6,1,Protests,Protest with intervention,Tennessee,Washington,Johnson City,36.313,-82.353,0
2020,6,1,Protests,Peaceful protest,North Carolina,Chatham,Pittsboro,35.72,-79.177,0
2020,6,1,Protests,Peaceful protest,North Carolina,Cleveland,Shelby,35.292,-81.536,0
2020,6,1,Protests,Peaceful protest,Pennsylvania,Northumberland,Milton,41.018,-76.853,0
2020,6,1,Protests,Peaceful protest,Pennsylvania,Clearfield,Dubois,41.119,-78.762,0
2020,6,1,Protests,Peaceful protest,Pennsylvania,Montgomery,Pottstown,40.245,-75.65,0
2020,6,1,Protests,Peaceful protest,Pennsylvania,Monroe,Stroudsburg,40.987,-75.195,0
2020,6,1,Protests,Peaceful protest,New York,Nassau,Long Beach,40.588,-73.658,0
2020,6,1,Protests,Peaceful protest,New York,Rockland,Nyack,41.096,-73.936,0
2020,6,1,Protests,Peaceful protest,Connecticut,Hartford,Bristol,41.672,-72.949,0
2020,6,1,Protests,Peaceful protest,Connecticut,Hartford,Manchester,41.776,-72.522,0
2020,6,1,Protests,Peaceful protest,Delaware,Sussex,Rehoboth Beach,38.714,-75.076,0
2020,6,1,Protests,Peaceful protest,Florida,Palm Beach,Boca Raton,26.359,-80.083,0
2020,6,1,Protests,Peaceful protest,Florida,Lee,Bonita Springs,26.34,-81.779,0
2020,6,1,Protests,Peaceful protest,Florida,Palm Beach,Boynton Beach,26.532,-80.091,0
2020,6,1,Protests,Peaceful protest,Florida,Monroe,Key West,24.555,-81.78,0
2020,6,1,Protests,Peaceful protest,Florida,Osceola,Kissimmee,28.304,-81.413,0
2020,6,1,Protests,Peaceful protest,Florida,Brevard,Melbourne,28.084,-80.608,0
2020,6,1,Protests,Peaceful protest,Kansas,Bourbon,Fort Scott,37.84,-94.708,0
2020,6,1,Protests,Peaceful protest,Kentucky,Marion,Lebanon,37.57,-85.253,0
2020,6,1,Protests,Peaceful protest,Kentucky,Hopkins,Madisonville,37.328,-87.499,0
2020,6,1,Protests,Peaceful protest,Kentucky,Calloway,Murray,36.61,-88.315,0
2020,6,1,Protests,Peaceful protest,Louisiana,Saint Tammany,Covington,30.475,-90.1,0
2020,6,1,Protests,Peaceful protest,Maine,Franklin,Farmington,44.671,-70.151,0
2020,6,1,Protests,Peaceful protest,New Mexico,Dona Ana,Las Cruces,32.319,-106.77,0
2020,6,1,Protests,Peaceful protest,Ohio,Allen,Bluffton,40.895,-83.889,0
2020,6,1,Protests,Peaceful protest,Ohio,Franklin,Dublin,40.099,-83.114,0
2020,6,1,Protests,Peaceful protest,Ohio,Butler,Hamilton,39.4,-84.561,0
2020,6,1,Protests,Peaceful protest,Ohio,Cuyahoga,Shaker Heights,41.474,-81.537,0
2020,6,1,Protests,Peaceful protest,Texas,Wharton,El Campo,29.197,-96.27,0
2020,6,1,Protests,Peaceful protest,Texas,Williamson,Round Rock,30.508,-97.679,0
2020,6,1,Protests,Peaceful protest,Virginia,Montgomery,Blacksburg,37.23,-80.414,0
2020,6,1,Protests,Peaceful protest,Virginia,Danville,Danville,36.586,-79.395,0
2020,6,1,Protests,Peaceful protest,Florida,Collier,Naples,26.142,-81.794,0
2020,6,1,Protests,Protest with intervention,Texas,Denton,Denton,33.215,-97.133,0
2020,6,1,Riots,Violent demonstration,Washington,King,Renton,47.483,-122.217,0
2020,6,1,Protests,Peaceful protest,Wyoming,Fremont,Lander,42.833,-108.732,0
2020,6,1,Protests,Peaceful protest,Georgia,Baldwin,Milledgeville,33.08,-83.232,0
2020,6,1,Protests,Peaceful protest,Georgia,Laurens,Montrose,32.56,-83.154,0
2020,6,1,Protests,Peaceful protest,Georgia,Colquitt,Moultrie,31.18,-83.789,0
2020,6,1,Protests,Peaceful protest,Washington,Clark,Vancouver,45.633,-122.6,0
2020,6,1,Protests,Peaceful protest,Oregon,Lincoln,Lincoln City,44.958,-124.018,0
2020,6,1,Protests,Protest with intervention,Illinois,Cook,Chicago,41.85,-87.65,0
2020,6,1,Protests,Peaceful protest,Indiana,Saint Joseph,South Bend,41.676,-86.25,0
2020,6,1,Riots,Violent demonstration,Massachusetts,Worcester,Worcester,42.263,-71.802,0
2020,6,1,Riots,Violent demonstration,Missouri,Jackson,Kansas City,39.101,-94.579,0
2020,6,1,Riots,Violent demonstration,North Carolina,Rowan,Salisbury,35.671,-80.474,0
2020,6,1,Protests,Protest with intervention,Ohio,Miami,Troy,40.039,-84.203,0
2020,6,1,Riots,Violent demonstration,Pennsylvania,Allegheny,Pittsburgh,40.441,-79.996,0
2020,6,1,Protests,Peaceful protest,Pennsylvania,Huntingdon,Huntingdon,40.485,-78.01,0
2020,6,1,Protests,Peaceful protest,Pennsylvania,Northumberland,Sunbury,40.863,-76.794,0
2020,6,1,Protests,Peaceful protest,Virginia,Norton,Norton,36.933,-82.629,0
2020,6,1,Riots,Violent demonstration,Washington,Thurston,Olympia,47.036,-122.905,0
2020,6,1,Protests,Peaceful protest,Oregon,Hood River,Hood River,45.705,-121.521,0
2020,6,1,Protests,Peaceful protest,New Hampshire,Strafford,Dover,43.198,-70.874,0
2020,6,1,Protests,Peaceful protest,New Mexico,Chaves,Roswell,33.394,-104.525,0
2020,6,1,Protests,Peaceful protest,Texas,Dallas,Rowlett,32.903,-96.564,0
2020,6,1,Protests,Peaceful protest,Washington,Pierce,Tacoma,47.253,-122.444,0
2020,6,1,Protests,Peaceful protest,Georgia,Bryan,Richmond Hill,31.938,-81.303,0
2020,6,1,Protests,Peaceful protest,Georgia,Carroll,Carrollton,33.58,-85.077,0
2020,6,1,Protests,Peaceful protest,Georgia,Columbia,Evans,33.534,-82.131,0
2020,6,1,Protests,Protest with intervention,Georgia,Douglas,Douglasville,33.752,-84.748,0
2020,6,1,Protests,Peaceful protest,Georgia,Gwinnett,Lawrenceville,33.956,-83.988,0
2020,6,1,Protests,Peaceful protest,Illinois,Coles,Mattoon,39.483,-88.373,0
2020,6,1,Protests,Peaceful protest,Illinois,Cook,Glenview,42.078,-87.821,0
2020,6,1,Protests,Peaceful protest,Illinois,DuPage,Glen Ellyn,41.878,-88.067,0
2020,6,1,Protests,Peaceful protest,Illinois,LaSalle,La Salle,41.333,-89.092,0
2020,6,1,Protests,Peaceful protest,Illinois,Madison,Alton,38.891,-90.184,0
2020,6,1,Protests,Peaceful protest,Indiana,Hamilton,Carmel,39.978,-86.118,0
2020,6,1,Protests,Peaceful protest,Indiana,Hamilton,Fishers,39.956,-86.014,0
2020,6,1,Protests,Peaceful protest,Indiana,Jackson,Seymour,38.959,-85.89,0
2020,6,1,Protests,Peaceful protest,Indiana,Monroe,Bloomington,39.165,-86.526,0
2020,6,1,Protests,Peaceful protest,Indiana,Porter,Portage,41.576,-87.176,0
2020,6,1,Protests,Peaceful protest,Indiana,Vanderburgh,Evansville,37.975,-87.556,0
2020,6,1,Protests,Peaceful protest,Iowa,Jasper,Newton,41.703,-93.058,0
2020,6,1,Protests,Peaceful protest,Iowa,Lee,Keokuk,40.404,-91.396,0
2020,6,1,Protests,Peaceful protest,Iowa,Mahaska,Oskaloosa,41.296,-92.644,0
2020,6,1,Protests,Peaceful protest,Iowa,Marshall,Marshalltown,42.049,-92.908,0
2020,6,1,Protests,Peaceful protest,Iowa,Muscatine,Muscatine,41.425,-91.044,0
2020,6,1,Protests,Protest with intervention,Indiana,Tippecanoe,LaFayette,40.417,-86.875,0
2020,6,1,Riots,Violent demonstration,Kansas,Sedgwick,Wichita,37.687,-97.331,0
2020,6,1,Protests,Peaceful protest,Kentucky,Johnson,Paintsville,37.815,-82.807,0
2020,6,1,Protests,Peaceful protest,Kentucky,Pike,Pikeville,37.479,-82.519,0
2020,6,1,Protests,Peaceful protest,Louisiana,Orleans,New Orleans,29.955,-90.075,0
2020,6,1,Protests,Peaceful protest,Louisiana,Tangipahoa,Hammond,30.505,-90.463,0
2020,6,1,Protests,Peaceful protest,Maine,Androscoggin,Lewiston,44.1,-70.215,0
2020,6,1,Protests,Peaceful protest,Maine,Aroostook,Caribou,46.864,-67.998,0
2020,6,1,Protests,Peaceful protest,Maine,Kennebec,Waterville,44.552,-69.632,0
2020,6,1,Protests,Peaceful protest,Maine,Knox,Rockland,44.104,-69.109,0
2020,6,1,Protests,Peaceful protest,Maine,Penobscot,Bangor,44.802,-68.771,0
2020,6,1,Protests,Peaceful protest,Maine,Sagadahoc,Bath,43.911,-69.821,0
2020,6,1,Protests,Peaceful protest,Maryland,Calvert,Prince Frederick,38.549,-76.589,0
2020,6,1,Protests,Peaceful protest,Massachusetts,Essex,Andover,42.658,-71.137,0
2020,6,1,Riots,Violent demonstration,Massachusetts,Hampshire,Northampton,42.325,-72.641,0
2020,6,1,Protests,Peaceful protest,Massachusetts,Nantucket,Nantucket,41.283,-70.1,0
2020,6,1,Protests,Peaceful protest,Massachusetts,Norfolk,Milton,42.25,-71.066,0
2020,6,1,Protests,Peaceful protest,Massachusetts,Plymouth,Bridgewater,41.99,-70.975,0
2020,6,1,Protests,Peaceful protest,Michigan,Chippewa,Sault Sainte Marie,46.495,-84.345,0
2020,6,1,Protests,Peaceful protest,Michigan,Jackson,Jackson,42.246,-84.401,0
2020,6,1,Riots,Violent demonstration,Michigan,Kalamazoo,Kalamazoo,42.29,-85.586,0
2020,6,1,Protests,Peaceful protest,Michigan,Mason,Ludington,43.955,-86.453,0
2020,6,1,Protests,Peaceful protest,Michigan,Monroe,Carleton,42.059,-83.391,0
2020,6,1,Protests,Peaceful protest,Michigan,Otsego,Gaylord,45.028,-84.675,0
2020,6,1,Protests,Peaceful protest,Michigan,Wayne,Westland,42.324,-83.4,0
2020,6,1,Protests,Peaceful protest,Minnesota,Anoka,Anoka,45.198,-93.387,0
2020,6,1,Protests,Peaceful protest,Minnesota,Hennepin,Edina,44.89,-93.35,0
2020,6,1,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0
2020,6,1,Protests,Protest with intervention,Minnesota,Ramsey,Saint Paul,44.951,-93.095,0
2020,6,1,Protests,Peaceful protest,Missouri,Greene,Springfield,37.208,-93.29,0
2020,6,1,Protests,Peaceful protest,Missouri,Jasper,Joplin,37.084,-94.514,0
2020,6,1,Protests,Peaceful protest,New Hampshire,Rockingham,Hampton,42.938,-70.839,0
2020,6,1,Protests,Peaceful protest,New Jersey,Cape May,Rio Grande,39.015,-74.882,0
2020,6,1,Protests,Peaceful protest,New Jersey,Cumberland,Vineland,39.486,-75.026,0
2020,6,1,Protests,Peaceful protest,New Jersey,Essex,Livingston,40.796,-74.315,0
2020,6,1,Protests,Peaceful protest,New Jersey,Warren,Hackettstown,40.854,-74.829,0
2020,6,1,Protests,Peaceful protest,New Mexico,Luna,Deming,32.269,-107.759,0
2020,6,1,Protests,Peaceful protest,New York,Allegany,Wellsville,42.122,-77.948,0
