county,state,age_under_5,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_over,age_pct_under_5,age_pct_5_9,age_pct_10_14,age_pct_15_19,age_pct_20_24,age_pct_25_29,age_pct_30_34,age_pct_35_39,age_pct_40_44,age_pct_45_49,age_pct_50_54,age_pct_55_59,age_pct_60_64,age_pct_65_69,age_pct_70_74,age_pct_75_79,age_pct_80_84,age_pct_85_over
Baldwin,Alabama,10616,12826,14373,14410,11292,11807,12594,16368,12109,13261,14024,16425,15441,14045,14873,9953,4472,4345,4.8,5.7,6.4,6.5,5.1,5.3,5.6,7.3,5.4,5.9,6.3,7.4,6.9,6.3,6.7,4.5,2,1.9
Calhoun,Alabama,6699,5534,7774,7541,6973,7088,7893,7983,6411,6924,6430,7389,8410,6214,5884,4005,2590,1863,5.9,4.9,6.8,6.6,6.1,6.2,6.9,7,5.6,6.1,5.7,6.5,7.4,5.5,5.2,3.5,2.3,1.6
Cullman,Alabama,5310,4563,5906,4591,4603,5402,5186,4374,5907,6116,5235,5052,6100,3619,5510,2807,1915,1572,6.3,5.4,7.1,5.5,5.5,6.4,6.2,5.2,7.1,7.3,6.2,6,7.3,4.3,6.6,3.4,2.3,1.9
DeKalb,Alabama,4578,4292,5519,5128,4989,4281,4155,4294,4723,4337,4434,5006,3839,3889,3196,3065,868,920,6.4,6,7.7,7.2,7,6,5.8,6,6.6,6.1,6.2,7,5.4,5.4,4.5,4.3,1.2,1.3
Elmore,Alabama,4272,6638,3812,4896,4038,6165,6956,5346,4738,5750,4823,4689,6325,3524,4221,2330,1532,1154,5.3,8.2,4.7,6,5,7.6,8.6,6.6,5.8,7.1,5.9,5.8,7.8,4.3,5.2,2.9,1.9,1.4
Etowah,Alabama,5649,5923,7428,5108,6416,6376,5910,5422,6512,6854,6729,6472,7475,6404,4954,3497,2904,2235,5.5,5.8,7.3,5,6.3,6.2,5.8,5.3,6.4,6.7,6.6,6.3,7.3,6.3,4.8,3.4,2.8,2.2
Houston,Alabama,6637,5847,7545,6623,5776,7228,6640,5985,7229,6698,6382,7868,6403,5485,5645,3502,2339,2050,6.3,5.5,7.1,6.3,5.5,6.8,6.3,5.7,6.8,6.3,6,7.4,6,5.2,5.3,3.3,2.2,1.9
Jefferson,Alabama,42248,39554,43536,40545,40872,49439,46038,42775,41417,39800,38426,41062,44565,36728,28257,16772,14253,12286,6.4,6,6.6,6.2,6.2,7.5,7,6.5,6.3,6,5.8,6.2,6.8,5.6,4.3,2.5,2.2,1.9
Lauderdale,Alabama,3962,3711,6862,6361,7566,5507,5326,6541,4056,5082,5927,5949,6655,6842,4421,3300,2977,1684,4.3,4,7.4,6.9,8.2,5.9,5.7,7.1,4.4,5.5,6.4,6.4,7.2,7.4,4.8,3.6,3.2,1.8
Lee,Alabama,8512,12662,7503,14040,20499,11776,10743,12375,10026,8670,9146,9312,8533,6088,6712,4389,1862,1694,5.2,7.7,4.6,8.5,12.5,7.2,6.5,7.5,6.1,5.3,5.6,5.7,5.2,3.7,4.1,2.7,1.1,1
Limestone,Alabama,5936,5541,6356,7525,5116,6182,6104,5899,7201,7051,7109,6084,6531,4963,4781,2602,2640,1294,6,5.6,6.4,7.6,5.2,6.2,6.2,6,7.3,7.1,7.2,6.2,6.6,5,4.8,2.6,2.7,1.3
Madison,Alabama,21860,20324,25665,23238,24686,26486,26194,27730,18326,23122,25082,26324,25982,17442,16252,9852,7475,6869,5.9,5.5,6.9,6.2,6.6,7.1,7,7.4,4.9,6.2,6.7,7.1,7,4.7,4.4,2.6,2,1.8
Marshall,Alabama,6841,6324,6463,6706,5684,5977,6122,5151,6256,5863,6145,6023,6482,5241,4552,3148,2140,1656,7.1,6.5,6.7,6.9,5.9,6.2,6.3,5.3,6.5,6.1,6.3,6.2,6.7,5.4,4.7,3.3,2.2,1.7
Mobile,Alabama,27444,25029,27817,26380,26087,30082,28433,21968,27322,24074,24986,27375,28204,22754,17722,11516,8828,7189,6.6,6.1,6.7,6.4,6.3,7.3,6.9,5.3,6.6,5.8,6,6.6,6.8,5.5,4.3,2.8,2.1,1.7
Montgomery,Alabama,14404,14529,15487,15235,15521,16769,16135,12868,15785,13678,12646,13399,14424,12747,8473,7577,3611,3198,6.4,6.4,6.8,6.7,6.9,7.4,7.1,5.7,7,6,5.6,5.9,6.4,5.6,3.7,3.3,1.6,1.4
Morgan,Alabama,7355,6830,6869,8737,7426,6335,5424,7385,7951,8829,8463,7839,8560,6935,5116,4343,2848,2434,6.1,5.7,5.7,7.3,6.2,5.3,4.5,6.2,6.6,7.4,7.1,6.6,7.2,5.8,4.3,3.6,2.4,2
St. Clair,Alabama,5005,5633,5663,5727,4623,5865,6571,5641,5663,5506,6196,7380,5620,5789,3066,2261,2264,1039,5.6,6.3,6.3,6.4,5.2,6.6,7.3,6.3,6.3,6.2,6.9,8.2,6.3,6.5,3.4,2.5,2.5,1.2
Shelby,Alabama,11688,13264,16206,14247,13076,12392,14895,14883,15036,14911,14243,15524,12099,11423,10614,5293,5172,2736,5.4,6.1,7.4,6.5,6,5.7,6.8,6.8,6.9,6.8,6.5,7.1,5.6,5.2,4.9,2.4,2.4,1.3
Talladega,Alabama,4576,3639,5604,5725,4913,4814,4685,4405,5231,5547,4931,5232,6065,5253,3443,1864,3069,982,5.7,4.6,7,7.2,6.1,6,5.9,5.5,6.5,6.9,6.2,6.5,7.6,6.6,4.3,2.3,3.8,1.2
Tuscaloosa,Alabama,12280,11986,11878,22258,19364,16860,13377,12368,12773,12675,11062,11714,11907,10087,7752,5841,2732,2441,5.9,5.7,5.7,10.6,9.2,8.1,6.4,5.9,6.1,6.1,5.3,5.6,5.7,4.8,3.7,2.8,1.3,1.2
Walker,Alabama,3574,3530,4211,3901,3728,3909,3150,3910,3266,3919,4850,4445,5116,3448,3595,1858,1499,1612,5.6,5.6,6.6,6.1,5.9,6.2,5,6.2,5.1,6.2,7.6,7,8.1,5.4,5.7,2.9,2.4,2.5
Anchorage Municipality,Alaska,19728,20902,18573,18225,20111,24773,24958,20403,17425,15731,18153,18509,17693,11008,10549,5677,3575,2007,6.9,7.3,6.4,6.3,7,8.6,8.7,7.1,6.1,5.5,6.3,6.4,6.1,3.8,3.7,2,1.2,0.7
Fairbanks North Star,Alaska,6729,6983,6030,6432,9395,9147,7039,6270,6389,6022,4836,5212,5415,5093,2629,1857,786,585,6.9,7.2,6.2,6.6,9.7,9.4,7.3,6.5,6.6,6.2,5,5.4,5.6,5.3,2.7,1.9,0.8,0.6
Matanuska-Susitna,Alaska,7255,8622,8032,7550,6433,6948,7751,7413,6724,6881,6868,7429,6814,6430,2913,1817,1438,999,6.7,8,7.4,7,5.9,6.4,7.2,6.8,6.2,6.4,6.3,6.9,6.3,5.9,2.7,1.7,1.3,0.9
Apache,Arizona,4558,5138,6089,5631,4216,4974,4342,3547,3606,3699,4587,4905,4992,3277,3833,2440,1111,942,6.3,7.1,8.5,7.8,5.9,6.9,6,4.9,5,5.1,6.4,6.8,6.9,4.6,5.3,3.4,1.5,1.3
Cochise,Arizona,6855,7951,7437,7424,7822,8057,7410,6858,7330,6086,7038,7725,8990,7848,8478,5469,3753,3391,5.4,6.3,5.9,5.9,6.2,6.4,5.9,5.4,5.8,4.8,5.6,6.1,7.1,6.2,6.7,4.3,3,2.7
Coconino,Arizona,6900,7749,8629,17156,18360,11399,8598,8635,6648,6842,7403,9092,7479,6050,5840,3677,2022,997,4.8,5.4,6,12,12.8,7.9,6,6,4.6,4.8,5.2,6.3,5.2,4.2,4.1,2.6,1.4,0.7
Maricopa,Arizona,276119,283710,312364,299470,296675,340916,317766,291989,291825,285331,270572,271428,250782,213929,188385,131217,90539,72397,6.2,6.3,7,6.7,6.6,7.6,7.1,6.5,6.5,6.4,6,6.1,5.6,4.8,4.2,2.9,2,1.6
Mohave,Arizona,8997,9216,11202,10381,9174,10688,9421,11004,8277,11124,11732,13249,21889,20400,16768,14447,9187,5025,4.2,4.3,5.3,4.9,4.3,5,4.4,5.2,3.9,5.2,5.5,6.2,10.3,9.6,7.9,6.8,4.3,2.4
Navajo,Arizona,7448,8115,9016,7021,5838,7421,5372,6162,6866,5910,6099,7727,7369,7093,5610,3558,2915,1384,6.7,7.3,8.1,6.3,5.3,6.7,4.8,5.6,6.2,5.3,5.5,7,6.6,6.4,5.1,3.2,2.6,1.2
Pima,Arizona,57113,60599,61314,69026,88778,74791,61094,63235,57069,57172,55369,63631,65492,65430,54444,40864,28791,23067,5.5,5.8,5.9,6.6,8.5,7.1,5.8,6,5.4,5.5,5.3,6.1,6.3,6.2,5.2,3.9,2.7,2.2
Pinal,Arizona,25490,28129,31894,28912,24346,30363,30355,32838,28148,26375,24550,29151,26572,30106,26411,21147,9602,8400,5.5,6.1,6.9,6.2,5.3,6.6,6.6,7.1,6.1,5.7,5.3,6.3,5.7,6.5,5.7,4.6,2.1,1.8
Yavapai,Arizona,9221,10399,10645,12850,10043,10054,9663,9798,11167,12790,11523,16880,22936,23944,22781,15248,8116,7041,3.9,4.4,4.5,5.5,4.3,4.3,4.1,4.2,4.7,5.4,4.9,7.2,9.8,10.2,9.7,6.5,3.5,3
Yuma,Arizona,15099,14298,15550,14941,16812,15489,14538,12397,10570,10560,11129,10460,11136,9885,9935,9924,6866,4198,7.1,6.7,7.3,7,7.9,7.2,6.8,5.8,4.9,4.9,5.2,4.9,5.2,4.6,4.6,4.6,3.2,2
Benton,Arkansas,18276,23361,19079,19184,16038,20024,21099,20370,19954,17969,15828,16300,13474,13283,9098,7322,4441,4041,6.5,8.4,6.8,6.9,5.7,7.2,7.6,7.3,7.1,6.4,5.7,5.8,4.8,4.8,3.3,2.6,1.6,1.4
Craighead,Arkansas,7211,7335,7525,7999,8449,9188,7219,8188,7498,6312,6984,6455,5088,4124,3960,2844,2606,1347,6.5,6.6,6.8,7.2,7.7,8.3,6.5,7.4,6.8,5.7,6.3,5.9,4.6,3.7,3.6,2.6,2.4,1.2
Faulkner,Arkansas,6618,8039,9045,10126,15495,8521,7972,10136,6841,7223,6340,7615,5926,5752,4433,3474,1420,1031,5.3,6.4,7.2,8,12.3,6.8,6.3,8,5.4,5.7,5,6,4.7,4.6,3.5,2.8,1.1,0.8
Garland,Arkansas,4956,5503,5138,6124,5100,5672,5319,5448,6391,5770,5839,6856,7471,6320,7002,4945,2907,2625,5,5.5,5.2,6.2,5.1,5.7,5.4,5.5,6.4,5.8,5.9,6.9,7.5,6.4,7,5,2.9,2.6
Jefferson,Arkansas,3974,4541,3457,3783,5350,4772,4138,3587,4105,3880,4126,4326,4771,3466,3699,2171,1288,1390,5.9,6.8,5.2,5.7,8,7.1,6.2,5.4,6.1,5.8,6.2,6.5,7.1,5.2,5.5,3.2,1.9,2.1
Lonoke,Arkansas,4759,3932,6551,4893,3873,4932,5247,6122,4311,4747,4955,3986,4598,3628,2532,1790,1095,1358,6.5,5.4,8.9,6.7,5.3,6.7,7.2,8.4,5.9,6.5,6.8,5.4,6.3,4.9,3.5,2.4,1.5,1.9
Pulaski,Arkansas,25796,25263,24769,22648,24751,30036,27506,27262,23717,24094,22773,25147,24175,21681,16959,10039,5641,9654,6.6,6.4,6.3,5.8,6.3,7.7,7,7,6.1,6.1,5.8,6.4,6.2,5.5,4.3,2.6,1.4,2.5
Saline,Arkansas,7203,7725,7922,8351,6506,7919,6984,7696,8381,8283,7258,6632,8979,8250,4953,4042,3068,2285,5.9,6.3,6.5,6.8,5.3,6.5,5.7,6.3,6.8,6.8,5.9,5.4,7.3,6.7,4,3.3,2.5,1.9
Sebastian,Arkansas,8522,7244,9279,9196,8207,8603,8469,7758,7762,7294,8092,6767,8965,6366,5936,3709,3261,2397,6.7,5.7,7.3,7.2,6.4,6.7,6.6,6.1,6.1,5.7,6.3,5.3,7,5,4.6,2.9,2.6,1.9
Washington,Arkansas,15819,16179,16604,19681,25244,18351,15268,15076,17564,14315,12000,14022,9906,8547,8930,4835,3811,3035,6.6,6.8,6.9,8.2,10.6,7.7,6.4,6.3,7.3,6,5,5.9,4.1,3.6,3.7,2,1.6,1.3
White,Arkansas,4561,4561,6245,6658,5282,4890,4876,5111,3610,4965,4803,5860,4116,3724,3933,3121,956,1481,5.8,5.8,7.9,8.5,6.7,6.2,6.2,6.5,4.6,6.3,6.1,7.4,5.2,4.7,5,4,1.2,1.9
Alameda,California,94363,91895,98489,94790,96685,134248,144544,133725,121955,113531,105319,105639,97869,75397,65143,39345,28761,29631,5.6,5.5,5.9,5.7,5.8,8,8.6,8,7.3,6.8,6.3,6.3,5.9,4.5,3.9,2.4,1.7,1.8
Butte,California,11981,12587,12611,16231,21961,15603,13549,12787,12162,11424,11096,12396,14239,13176,11323,6963,4905,4192,5.5,5.7,5.8,7.4,10,7.1,6.2,5.8,5.5,5.2,5.1,5.7,6.5,6,5.2,3.2,2.2,1.9
Contra Costa,California,64211,72989,75277,73777,65085,72622,73877,78535,78268,78724,79234,82343,71690,56626,52738,32697,21277,23556,5.6,6.3,6.5,6.4,5.6,6.3,6.4,6.8,6.8,6.8,6.9,7.1,6.2,4.9,4.6,2.8,1.8,2
El Dorado,California,9044,10084,12192,10339,9116,9310,10295,11575,11498,12766,11965,15658,16912,15025,10361,7692,4936,4075,4.7,5.2,6.3,5.4,4.7,4.8,5.3,6,6,6.6,6.2,8.1,8.8,7.8,5.4,4,2.6,2.1
Fresno,California,75131,78050,83375,72993,68112,80000,74601,68345,61141,54320,53482,53801,50014,41781,32225,21329,13259,17142,7.5,7.8,8.3,7.3,6.8,8,7.5,6.8,6.1,5.4,5.4,5.4,5,4.2,3.2,2.1,1.3,1.7
Humboldt,California,6806,7388,7661,9172,11433,9569,8850,10030,7377,8429,6519,7550,9748,8273,7370,4106,2097,3180,5,5.5,5.7,6.8,8.4,7.1,6.5,7.4,5.4,6.2,4.8,5.6,7.2,6.1,5.4,3,1.5,2.3
Imperial,California,14477,14589,14101,13778,12515,14347,13215,12823,9177,9369,10062,10083,8996,7436,5825,4442,3169,2811,8,8.1,7.8,7.6,6.9,7.9,7.3,7.1,5.1,5.2,5.6,5.6,5,4.1,3.2,2.5,1.7,1.6
Kern,California,68101,71035,77892,67958,63260,74128,67097,63450,52398,51261,48180,47911,45871,34564,27974,17988,11096,10038,7.6,7.9,8.7,7.5,7,8.2,7.5,7,5.8,5.7,5.4,5.3,5.1,3.8,3.1,2,1.2,1.1
Kings,California,12481,9273,13583,9811,12709,13471,12830,11845,9121,9361,7886,8322,6140,5276,4282,3623,1419,1507,8.2,6.1,8.9,6.4,8.3,8.8,8.4,7.7,6,6.1,5.2,5.4,4,3.4,2.8,2.4,0.9,1
Lake,California,3594,3817,4114,4343,1332,3886,3825,3907,3727,3302,3818,4649,5706,4975,4110,3585,984,712,5.6,5.9,6.4,6.7,2.1,6,5.9,6.1,5.8,5.1,5.9,7.2,8.9,7.7,6.4,5.6,1.5,1.1
Los Angeles,California,579247,566278,636508,616886,678574,842381,794403,710684,664950,669371,652017,622919,591134,462819,345599,241364,176568,187405,5.8,5.6,6.3,6.1,6.8,8.4,7.9,7.1,6.6,6.7,6.5,6.2,5.9,4.6,3.4,2.4,1.8,1.9
Madera,California,11359,12895,11660,11581,10440,10817,10522,9821,11097,8792,8209,9870,7417,8462,5024,3530,3599,2232,7.2,8.2,7.4,7.4,6.6,6.9,6.7,6.2,7.1,5.6,5.2,6.3,4.7,5.4,3.2,2.2,2.3,1.4
Marin,California,11316,13357,16508,16765,12371,9699,11642,14455,14520,20226,19382,18462,20565,16444,17722,9698,8689,7005,4.4,5.2,6.4,6.5,4.8,3.7,4.5,5.6,5.6,7.8,7.5,7.1,7.9,6.4,6.8,3.7,3.4,2.7
Mendocino,California,4883,4242,6370,5230,4463,4718,3712,6869,3930,4908,5549,4931,6643,5566,7463,3688,1829,1755,5.6,4.9,7.3,6,5.1,5.4,4.3,7.9,4.5,5.7,6.4,5.7,7.7,6.4,8.6,4.3,2.1,2
Merced,California,21078,21182,24512,23411,20037,22387,18666,19573,17015,14928,15043,13120,15018,10204,8704,4437,4994,3371,7.6,7.6,8.8,8.4,7.2,8.1,6.7,7,6.1,5.4,5.4,4.7,5.4,3.7,3.1,1.6,1.8,1.2
Monterey,California,30219,31147,33257,31737,29777,31544,29615,28707,29064,25668,24374,24879,23406,19767,16101,10093,6480,8226,7,7.2,7.7,7.3,6.9,7.3,6.8,6.6,6.7,5.9,5.6,5.7,5.4,4.6,3.7,2.3,1.5,1.9
Napa,California,6537,6713,9335,8909,8584,8423,8702,8835,8052,8859,8688,10272,8809,8676,7306,4845,2774,3425,4.7,4.9,6.8,6.5,6.2,6.1,6.3,6.4,5.8,6.4,6.3,7.5,6.4,6.3,5.3,3.5,2,2.5
Nevada,California,5100,4361,4396,4767,4123,4463,5681,6880,5003,5119,5344,7221,9571,9676,7324,4875,2389,3462,5.1,4.4,4.4,4.8,4.1,4.5,5.7,6.9,5,5.1,5.4,7.2,9.6,9.7,7.3,4.9,2.4,3.5
Orange,California,185330,182730,200323,202060,204771,240309,217593,210437,200292,217568,219981,212301,196701,145403,128829,89593,58897,62574,5.8,5.8,6.3,6.4,6.4,7.6,6.9,6.6,6.3,6.9,6.9,6.7,6.2,4.6,4.1,2.8,1.9,2
Placer,California,21029,23864,27359,24813,19743,20340,22016,27068,26076,26597,26267,26939,27073,23035,22110,14930,9738,9332,5.3,6,6.9,6.2,5,5.1,5.5,6.8,6.5,6.7,6.6,6.8,6.8,5.8,5.6,3.7,2.4,2.3
Riverside,California,156039,163315,187643,177146,165486,177954,167427,165981,154817,152748,149757,147068,138950,108476,99843,71932,47244,38720,6.3,6.6,7.6,7.2,6.7,7.2,6.8,6.7,6.3,6.2,6.1,6,5.6,4.4,4,2.9,1.9,1.6
Sacramento,California,97835,103686,101534,95870,94597,123241,121295,116393,94763,95510,93674,99153,90578,77326,55924,36824,26682,27173,6.3,6.7,6.5,6.2,6.1,7.9,7.8,7.5,6.1,6.2,6,6.4,5.8,5,3.6,2.4,1.7,1.8
San Bernardino,California,151731,155183,167305,155930,159148,175945,160358,149060,134686,134146,128288,131001,116492,94329,66647,42851,29976,27009,7,7.1,7.7,7.2,7.3,8.1,7.4,6.8,6.2,6.2,5.9,6,5.3,4.3,3.1,2,1.4,1.2
San Diego,California,203166,192269,204065,206457,244901,280451,268667,237766,214869,205465,199849,204383,191550,156638,125237,83518,59048,60031,6.1,5.8,6.1,6.2,7.3,8.4,8,7.1,6.4,6.2,6,6.1,5.7,4.7,3.8,2.5,1.8,1.8
San Francisco,California,39088,31759,30575,30872,47976,99454,104607,83143,58784,58593,54384,51698,49152,43227,36320,23754,17734,20429,4.4,3.6,3.5,3.5,5.4,11.3,11.9,9.4,6.7,6.6,6.2,5.9,5.6,4.9,4.1,2.7,2,2.3
San Joaquin,California,51928,52861,63897,57590,51160,55245,51483,49170,52072,46570,44865,44951,40946,31234,27256,17620,10859,12441,6.8,6.9,8.4,7.6,6.7,7.2,6.8,6.5,6.8,6.1,5.9,5.9,5.4,4.1,3.6,2.3,1.4,1.6
San Luis Obispo,California,12605,11121,16894,20539,30769,16825,14954,17943,14137,14801,15062,18450,19387,20055,15259,11366,6834,6110,4.5,3.9,6,7.3,10.9,5.9,5.3,6.3,5,5.2,5.3,6.5,6.8,7.1,5.4,4,2.4,2.2
San Mateo,California,41937,42613,43712,41131,41200,55535,58783,59552,51519,52587,50113,54228,47027,38451,32008,22745,17265,16167,5.5,5.6,5.7,5.4,5.4,7.2,7.7,7.8,6.7,6.9,6.5,7.1,6.1,5,4.2,3,2.3,2.1
Santa Barbara,California,27438,25352,29734,38523,47118,31946,27900,26094,24560,23503,23711,25932,24358,20102,18796,11433,7886,12113,6.1,5.7,6.7,8.6,10.6,7.2,6.2,5.8,5.5,5.3,5.3,5.8,5.5,4.5,4.2,2.6,1.8,2.7
Santa Clara,California,111246,107848,125837,116015,116225,158090,157024,145997,132961,133140,126693,120379,109572,83487,65088,48463,34943,34844,5.8,5.6,6.5,6,6,8.2,8.1,7.6,6.9,6.9,6.6,6.2,5.7,4.3,3.4,2.5,1.8,1.8
Santa Cruz,California,13596,15316,13635,23504,26041,17378,15787,16578,15221,16400,16088,16810,18776,17532,14817,7425,4530,3779,5,5.6,5,8.6,9.5,6.4,5.8,6.1,5.6,6,5.9,6.2,6.9,6.4,5.4,2.7,1.7,1.4
Shasta,California,10374,11575,9891,10370,10366,11380,11616,12089,8867,9328,10660,13229,12340,11422,11456,6659,3795,4663,5.8,6.4,5.5,5.8,5.8,6.3,6.5,6.7,4.9,5.2,5.9,7.3,6.9,6.3,6.4,3.7,2.1,2.6
Solano,California,26732,25777,29999,26099,28329,32896,32542,30187,27595,26757,28210,30013,29893,22894,21547,11142,7860,9171,6,5.8,6.7,5.8,6.3,7.3,7.3,6.7,6.2,6,6.3,6.7,6.7,5.1,4.8,2.5,1.8,2
Sonoma,California,23773,24922,28962,29913,27642,30736,30799,30756,30797,30475,32531,35466,35462,32608,30010,18987,9322,11175,4.8,5,5.9,6.1,5.6,6.2,6.2,6.2,6.2,6.2,6.6,7.2,7.2,6.6,6.1,3.8,1.9,2.3
Stanislaus,California,39398,39025,44113,41035,37510,40485,38289,34216,36167,32299,31278,33296,29954,23479,19205,13358,9754,7799,7.2,7.1,8,7.5,6.8,7.4,7,6.2,6.6,5.9,5.7,6,5.4,4.3,3.5,2.4,1.8,1.4
Sutter,California,6493,7432,6878,6761,6416,6925,5969,5453,6269,5740,5847,4492,7174,4658,3490,2935,1951,2088,6.7,7.7,7.1,7,6.6,7.1,6.2,5.6,6.5,5.9,6,4.6,7.4,4.8,3.6,3,2,2.2
Tehama,California,3084,3350,6143,4965,1791,3264,4832,4811,4288,3000,3619,2697,5987,4767,2773,2827,1812,1074,4.7,5.1,9.4,7.6,2.8,5,7.4,7.4,6.6,4.6,5.6,4.1,9.2,7.3,4.3,4.3,2.8,1.7
Tulare,California,37421,39144,42365,36970,32838,35471,31239,31020,27992,25405,25753,23533,23263,17533,14428,10628,4913,6279,8,8.4,9.1,7.9,7,7.6,6.7,6.7,6,5.4,5.5,5,5,3.8,3.1,2.3,1.1,1.3
Ventura,California,47323,46665,61801,57549,55414,58674,54635,50735,54131,54003,55964,58672,53817,41766,36775,23435,16889,17758,5.6,5.5,7.3,6.8,6.6,6.9,6.5,6,6.4,6.4,6.6,6.9,6.4,4.9,4.3,2.8,2,2.1
Yolo,California,11308,12786,12483,21178,31497,16227,13719,14663,12774,11257,11155,11744,11214,9445,8154,4424,3444,3028,5.1,5.8,5.7,9.6,14.3,7.4,6.2,6.6,5.8,5.1,5.1,5.3,5.1,4.3,3.7,2,1.6,1.4
Yuba,California,6448,7991,4564,4467,4523,7728,5402,5417,3759,3996,4420,4157,5521,3255,3222,2132,958,708,8.2,10.2,5.8,5.7,5.7,9.8,6.9,6.9,4.8,5.1,5.6,5.3,7,4.1,4.1,2.7,1.2,0.9
Adams,Colorado,35590,40078,36410,35864,32548,42399,43256,42211,34250,33266,29588,29559,26778,20435,14682,9527,4692,6288,6.9,7.7,7,6.9,6.3,8.2,8.4,8.2,6.6,6.4,5.7,5.7,5.2,3.9,2.8,1.8,0.9,1.2
Arapahoe,Colorado,40212,40789,44944,39991,39119,52462,52012,48548,46582,44144,39836,40887,38695,31752,23947,13735,8908,10027,6.1,6.2,6.8,6.1,6,8,7.9,7.4,7.1,6.7,6.1,6.2,5.9,4.8,3.6,2.1,1.4,1.5
Boulder,Colorado,14054,16224,19310,25823,33039,25172,21197,21665,19081,22177,19051,21725,20132,14660,13856,8531,5790,4709,4.3,5,5.9,7.9,10.1,7.7,6.5,6.6,5.8,6.8,5.8,6.7,6.2,4.5,4.2,2.6,1.8,1.4
Broomfield,Colorado,3586,4065,4767,4378,4126,5878,4857,4891,5514,5384,4734,4128,4482,2548,3400,1912,1000,815,5.1,5.8,6.8,6.2,5.9,8.3,6.9,6.9,7.8,7.6,6.7,5.9,6.4,3.6,4.8,2.7,1.4,1.2
Denver,Colorado,42211,35524,40571,35055,43307,87388,84754,67220,50496,44928,38508,34545,35952,29143,23831,11738,9710,12330,5.8,4.9,5.6,4.8,6,12,11.7,9.2,6.9,6.2,5.3,4.8,4.9,4,3.3,1.6,1.3,1.7
Douglas,Colorado,20034,21591,29224,26842,18138,18752,20549,24368,27536,29529,26156,23743,20501,14348,14161,7625,3715,4342,5.7,6.1,8.3,7.6,5.2,5.3,5.9,6.9,7.8,8.4,7.4,6.8,5.8,4.1,4,2.2,1.1,1.2
El Paso,Colorado,46842,49799,46136,48109,58204,61057,55428,49007,43576,42363,39996,42300,42258,33487,24970,16627,10995,9249,6.5,6.9,6.4,6.7,8.1,8.5,7.7,6.8,6,5.9,5.6,5.9,5.9,4.6,3.5,2.3,1.5,1.3
Jefferson,Colorado,29293,29921,33336,33217,31208,42261,46027,44151,38082,36912,36951,40987,41446,34707,26146,17193,9242,11801,5,5.1,5.7,5.7,5.4,7.3,7.9,7.6,6.5,6.3,6.3,7,7.1,6,4.5,2.9,1.6,2
Larimer,Colorado,17447,16932,22549,24808,36974,29212,23817,24081,20620,20227,18539,22188,21676,21396,14340,10786,5795,5512,4.9,4.7,6.3,7,10.4,8.2,6.7,6.7,5.8,5.7,5.2,6.2,6.1,6,4,3,1.6,1.5
Mesa,Colorado,8462,8475,10225,10479,9221,9580,9599,11278,8616,7793,7913,9097,12350,11500,7278,4301,3463,4580,5.5,5.5,6.6,6.8,6,6.2,6.2,7.3,5.6,5.1,5.1,5.9,8,7.5,4.7,2.8,2.2,3
Pueblo,Colorado,9248,10247,11021,11347,10183,11037,10940,10509,10264,9825,9783,10568,11773,9387,9023,6184,3871,3214,5.5,6.1,6.5,6.7,6,6.6,6.5,6.2,6.1,5.8,5.8,6.3,7,5.6,5.4,3.7,2.3,1.9
Weld,Colorado,22654,24464,23010,23846,19888,24123,25371,22856,21607,20778,18378,19351,17311,15774,9478,6657,5061,3885,7,7.5,7.1,7.3,6.1,7.4,7.8,7,6.7,6.4,5.7,6,5.3,4.9,2.9,2.1,1.6,1.2
Fairfield,Connecticut,51160,55168,63903,65820,59617,53662,54536,59232,58106,64402,70356,69815,63757,44955,39369,29288,18476,21710,5.4,5.8,6.8,7,6.3,5.7,5.8,6.3,6.2,6.8,7.5,7.4,6.8,4.8,4.2,3.1,2,2.3
Hartford,Connecticut,48320,50997,53020,56958,56786,59773,59284,56853,54686,55350,60566,59374,64237,51414,34651,25421,20612,23418,5.4,5.7,5.9,6.4,6.4,6.7,6.6,6.4,6.1,6.2,6.8,6.7,7.2,5.8,3.9,2.9,2.3,2.6
Litchfield,Connecticut,6940,8979,9893,10326,8889,10299,10201,8028,10634,11353,14165,15307,15646,11556,11344,8156,3103,5514,3.8,5,5.5,5.7,4.9,5.7,5.7,4.5,5.9,6.3,7.9,8.5,8.7,6.4,6.3,4.5,1.7,3.1
Middlesex,Connecticut,5793,6913,9229,10713,10223,8332,9478,8998,8896,11072,12024,13753,13315,10775,8180,6173,4117,4452,3.6,4.3,5.7,6.6,6.3,5.1,5.8,5.5,5.5,6.8,7.4,8.5,8.2,6.6,5,3.8,2.5,2.7
New Haven,Connecticut,43784,45832,49314,56920,58229,58278,56435,52173,49232,52868,58264,59747,60967,49686,35709,25922,19106,22291,5.1,5.4,5.8,6.7,6.8,6.8,6.6,6.1,5.8,6.2,6.8,7,7.1,5.8,4.2,3,2.2,2.6
New London,Connecticut,12625,12079,16599,15691,20033,17817,16094,16501,13992,16290,18123,20854,18738,15451,13713,8809,5841,5956,4.8,4.6,6.3,5.9,7.6,6.7,6.1,6.2,5.3,6.1,6.8,7.9,7.1,5.8,5.2,3.3,2.2,2.2
